西元年,月,日,星期,總運量,日期,是否為節日,星期幾,是否週末,月份,是否寒暑假,滾動平均_7日,滾動平均_14日,去年同日,去年同日運量,是否連假前一日,是否連假最後日
2018,7,19,四,2184948,2018-07-19,否,3,0,7,1,2093375.0,2010729.142857143,2017-07-19,2086101.0,0,0
2018,7,20,五,2324540,2018-07-20,否,4,0,7,1,2086577.5714285714,2009941.642857143,2017-07-20,2108438.0,1,0
2018,7,21,六,1898282,2018-07-21,是,5,1,7,1,2078061.4285714286,2007122.5714285714,2017-07-21,2227440.0,1,0
2018,7,22,日,1642737,2018-07-22,是,6,1,7,1,2073178.857142857,2004498.2857142857,2017-07-22,1863279.0,0,0
2018,7,23,一,2095004,2018-07-23,否,0,0,7,1,2070684.0,2000278.2142857143,2017-07-23,1609468.0,0,1
2018,7,24,二,2117995,2018-07-24,否,1,0,7,1,2063830.0,2029410.857142857,2017-07-24,2018266.0,0,0
2018,7,25,三,2159663,2018-07-25,否,2,0,7,1,2060452.7142857143,2077812.0,2017-07-25,2071378.0,0,0
2018,7,26,四,2180673,2018-07-26,否,3,0,7,1,2059842.0,2076608.5,2017-07-26,2087148.0,0,0
2018,7,27,五,2297693,2018-07-27,否,4,0,7,1,2056006.7142857143,2071292.142857143,2017-07-27,2101679.0,1,0
2018,7,28,六,1989618,2018-07-28,是,5,1,7,1,2069054.7142857143,2073558.0714285714,2017-07-28,2207754.0,1,0
2018,7,29,日,1684469,2018-07-29,是,6,1,7,1,2075016.4285714286,2074097.642857143,2017-07-29,1318726.0,0,0
2018,7,30,一,2082427,2018-07-30,否,0,0,7,1,2073219.7142857143,2071951.857142857,2017-07-30,1057068.0,0,1
2018,7,31,二,2141941,2018-07-31,否,1,0,7,1,2076640.5714285714,2070235.2857142857,2017-07-31,1987474.0,0,0
2018,8,1,三,2138668,2018-08-01,否,2,0,8,1,2073641.2857142857,2067047.0,2017-08-01,2056366.0,0,0
2018,8,2,四,2162278,2018-08-02,否,3,0,8,1,2071013.4285714286,2065427.7142857143,2017-08-02,2044076.0,0,0
2018,8,3,五,2286623,2018-08-03,否,4,0,8,1,2069432.0,2062719.357142857,2017-08-03,2108052.0,1,0
2018,8,4,六,1901059,2018-08-04,是,5,1,8,1,2056780.7142857143,2062917.7142857143,2017-08-04,2222245.0,1,0
2018,8,5,日,1682194,2018-08-05,是,6,1,8,1,2056455.7142857143,2065736.0714285714,2017-08-05,1916078.0,0,0
2018,8,6,一,2101574,2018-08-06,否,0,0,8,1,2059191.0,2066205.357142857,2017-08-06,1628695.0,0,1
2018,8,7,二,2169044,2018-08-07,否,1,0,8,1,2063062.857142857,2069851.7142857143,2017-08-07,2044614.0,0,0
2018,8,8,三,2150784,2018-08-08,否,2,0,8,1,2064793.7142857143,2069217.5,2017-08-08,2043332.0,0,0
2018,8,9,四,2197511,2018-08-09,否,3,0,8,1,2069827.0,2070420.2142857143,2017-08-09,2120292.0,0,0
2018,8,10,五,2356231,2018-08-10,否,4,0,8,1,2079771.0,2074601.5,2017-08-10,2159835.0,1,0
2018,8,11,六,1996335,2018-08-11,是,5,1,8,1,2093381.857142857,2075081.2857142857,2017-08-11,2289133.0,1,0
2018,8,12,日,1684264,2018-08-12,是,6,1,8,1,2093677.5714285714,2075066.642857143,2017-08-12,2010445.0,0,0
2018,8,13,一,2136361,2018-08-13,否,0,0,8,1,2098647.1428571427,2078919.0714285714,2017-08-13,1692212.0,0,1
2018,8,14,二,2197576,2018-08-14,否,1,0,8,1,2102723.1428571427,2082893.0,2017-08-14,2052866.0,0,0
2018,8,15,三,2216779,2018-08-15,否,2,0,8,1,2112151.0,2088472.357142857,2017-08-15,2118871.0,0,0
2018,8,16,四,2246552,2018-08-16,否,3,0,8,1,2119156.8571428573,2094491.9285714286,2017-08-16,2102736.0,0,0
2018,8,17,五,2370889,2018-08-17,否,4,0,8,1,2121250.8571428573,2100510.9285714286,2017-08-17,2117383.0,1,0
2018,8,18,六,2014748,2018-08-18,是,5,1,8,1,2123881.285714286,2108631.5714285714,2017-08-18,2246447.0,1,0
2018,8,19,日,1683467,2018-08-19,是,6,1,8,1,2123767.4285714286,2108722.5,2017-08-19,1951490.0,0,0
2018,8,20,一,2112543,2018-08-20,否,0,0,8,1,2120364.8571428573,2109506.0,2017-08-20,1697393.0,0,1
2018,8,21,二,2140829,2018-08-21,否,1,0,8,1,2112258.1428571427,2107490.6428571427,2017-08-21,2049124.0,0,0
2018,8,22,三,2173958,2018-08-22,否,2,0,8,1,2106140.8571428573,2109145.9285714286,2017-08-22,2073977.0,0,0
2018,8,23,四,2167639,2018-08-23,否,3,0,8,1,2094867.5714285714,2107012.214285714,2017-08-23,2133513.0,0,0
2018,8,24,五,2259305,2018-08-24,否,4,0,8,1,2078927.0,2100088.9285714286,2017-08-24,2142075.0,1,0
2018,8,25,六,1736586,2018-08-25,是,5,1,8,1,2039189.5714285714,2081535.4285714286,2017-08-25,2274103.0,1,0
2018,8,26,日,1631422,2018-08-26,是,6,1,8,1,2031754.5714285714,2077761.0,2017-08-26,2062138.0,0,0
2018,8,27,一,2101189,2018-08-27,否,0,0,8,1,2030132.5714285714,2075248.7142857143,2017-08-27,1679329.0,0,1
2018,8,28,二,2127032,2018-08-28,否,1,0,8,1,2028161.5714285714,2070209.857142857,2017-08-28,2116191.0,0,0
2018,8,29,三,2119043,2018-08-29,否,2,0,8,1,2020316.5714285714,2063228.7142857143,2017-08-29,2058000.0,0,0
2018,8,30,四,2124015,2018-08-30,否,3,0,8,1,2014084.5714285714,2054476.0714285714,2017-08-30,2066843.0,0,0
2018,8,31,五,2297374,2018-08-31,否,4,0,8,1,2019523.0,2049225.0,2017-08-31,2060866.0,1,0
2018,9,1,六,1876143,2018-09-01,是,5,1,9,0,2039459.7142857143,2039324.642857143,2017-09-01,2177430.0,1,0
2018,9,2,日,1593331,2018-09-02,是,6,1,9,0,2034018.142857143,2032886.357142857,2017-09-02,1751825.0,1,0
2018,9,3,一,2103229,2018-09-03,是,0,0,9,0,2034309.5714285714,2032221.0714285714,2017-09-03,1452237.0,0,0
2018,9,4,二,2106183,2018-09-04,否,1,0,9,0,2031331.142857143,2029746.357142857,2017-09-04,2001400.0,0,1
2018,9,5,三,2134851,2018-09-05,否,2,0,9,0,2033589.4285714286,2026953.0,2017-09-05,1975158.0,0,0
2018,9,6,四,2163596,2018-09-06,否,3,0,9,0,2039243.857142857,2026664.2142857143,2017-09-06,2082879.0,0,0
2018,9,7,五,2306418,2018-09-07,否,4,0,9,0,2040535.857142857,2030029.4285714286,2017-09-07,2091018.0,1,0
2018,9,8,六,1851644,2018-09-08,是,5,1,9,0,2037036.0,2038247.857142857,2017-09-08,2224758.0,1,0
2018,9,9,日,1481143,2018-09-09,是,6,1,9,0,2021009.142857143,2027513.642857143,2017-09-09,1892813.0,0,0
2018,9,10,一,2151451,2018-09-10,否,0,0,9,0,2027898.0,2031103.7857142857,2017-09-10,1609654.0,0,1
2018,9,11,二,2190699,2018-09-11,否,1,0,9,0,2039971.7142857143,2035651.4285714286,2017-09-11,2039617.0,0,0
2018,9,12,三,2191163,2018-09-12,否,2,0,9,0,2048016.2857142857,2040802.857142857,2017-09-12,2081061.0,0,0
2018,9,13,四,2205266,2018-09-13,否,3,0,9,0,2053969.142857143,2046606.5,2017-09-13,1962736.0,0,0
2018,9,14,五,2372248,2018-09-14,否,4,0,9,0,2063373.4285714286,2051954.642857143,2017-09-14,2000767.0,1,0
2018,9,15,六,1901598,2018-09-15,是,5,1,9,0,2070509.7142857143,2053772.857142857,2017-09-15,2265537.0,1,0
2018,9,16,日,1639270,2018-09-16,是,6,1,9,0,2093099.2857142857,2057054.2142857143,2017-09-16,1958080.0,0,0
2018,9,17,一,2141871,2018-09-17,否,0,0,9,0,2091730.7142857143,2059814.357142857,2017-09-17,1648912.0,0,1
2018,9,18,二,2175866,2018-09-18,否,1,0,9,0,2089611.7142857143,2064791.7142857143,2017-09-18,2035911.0,0,0
2018,9,19,三,2199273,2018-09-19,否,2,0,9,0,2090770.2857142857,2069393.2857142857,2017-09-19,2079426.0,0,0
2018,9,20,四,2219427,2018-09-20,否,3,0,9,0,2092793.2857142857,2073381.2142857143,2017-09-20,2118687.0,0,0
2018,9,21,五,2414691,2018-09-21,否,4,0,9,0,2098856.5714285714,2081115.0,2017-09-21,2118031.0,1,0
2018,9,22,六,1798490,2018-09-22,是,5,1,9,0,2084126.857142857,2077318.2857142857,2017-09-22,2310041.0,1,0
2018,9,23,日,1576070,2018-09-23,是,6,1,9,0,2075098.2857142857,2084098.7857142857,2017-09-23,1966757.0,1,0
2018,9,24,一,1374677,2018-09-24,是,0,0,9,0,1965499.142857143,2028614.9285714286,2017-09-24,1631419.0,0,0
2018,9,25,二,2163935,2018-09-25,否,1,0,9,0,1963794.7142857143,2026703.2142857143,2017-09-25,2041082.0,0,1
2018,9,26,三,2221276,2018-09-26,否,2,0,9,0,1966938.0,2028854.142857143,2017-09-26,2070263.0,0,0
2018,9,27,四,2249922,2018-09-27,否,3,0,9,0,1971294.4285714286,2032043.857142857,2017-09-27,2113775.0,0,0
2018,9,28,五,2384178,2018-09-28,否,4,0,9,0,1966935.4285714286,2032896.0,2017-09-28,2127970.0,1,0
2018,9,29,六,1930891,2018-09-29,是,5,1,9,0,1985849.857142857,2034988.357142857,2017-09-29,2263204.0,1,0
2018,9,30,日,1750079,2018-09-30,是,6,1,9,0,2010708.2857142857,2042903.2857142857,2017-09-30,2158819.0,0,0
2018,10,1,一,2154571,2018-10-01,否,0,0,10,0,2122121.714285714,2043810.4285714286,2017-10-01,1660582.0,0,1
2018,10,2,二,2206724,2018-10-02,否,1,0,10,0,2128234.4285714286,2046014.5714285714,2017-10-02,2076454.0,0,0
2018,10,3,三,2246435,2018-10-03,否,2,0,10,0,2131828.5714285714,2049383.2857142857,2017-10-03,2216893.0,0,0
2018,10,4,四,2257632,2018-10-04,否,3,0,10,0,2132930.0,2052112.2142857143,2017-10-04,1402500.0,0,0
2018,10,5,五,2461705,2018-10-05,否,4,0,10,0,2144005.285714286,2055470.357142857,2017-10-05,2129030.0,1,0
2018,10,6,六,2130285,2018-10-06,是,5,1,10,0,2172490.1428571427,2079170.0,2017-10-06,2308076.0,1,0
2018,10,7,日,1728126,2018-10-07,是,6,1,10,0,2169354.0,2090031.142857143,2017-10-07,1829678.0,0,0
2018,10,8,一,2166701,2018-10-08,否,0,0,10,0,2171086.8571428573,2146604.285714286,2017-10-08,1693153.0,0,1
2018,10,9,二,2331815,2018-10-09,否,1,0,10,0,2188957.0,2158595.714285714,2017-10-09,1690483.0,1,0
2018,10,10,三,1695510,2018-10-10,是,2,0,10,0,2110253.4285714286,2121041.0,2017-10-10,1523930.0,0,0
2018,10,11,四,2224929,2018-10-11,否,3,0,10,0,2105581.5714285714,2119255.785714286,2017-10-11,2051915.0,0,1
2018,10,12,五,2450895,2018-10-12,否,4,0,10,0,2104037.285714286,2124021.285714286,2017-10-12,2074510.0,1,0
2018,10,13,六,2013358,2018-10-13,是,5,1,10,0,2087333.4285714286,2129911.785714286,2017-10-13,2245208.0,1,0
2018,10,14,日,1763493,2018-10-14,是,6,1,10,0,2092385.857142857,2130869.9285714286,2017-10-14,1704860.0,0,0
2018,10,15,一,2161895,2018-10-15,否,0,0,10,0,2091699.2857142857,2131393.0714285714,2017-10-15,1510202.0,0,1
2018,10,16,二,2207070,2018-10-16,否,1,0,10,0,2073878.5714285714,2131417.785714286,2017-10-16,2076568.0,0,0
2018,10,17,三,2240954,2018-10-17,否,2,0,10,0,2151799.1428571427,2131026.285714286,2017-10-17,2117767.0,0,0
2018,10,18,四,2278689,2018-10-18,否,3,0,10,0,2159479.1428571427,2132530.3571428573,2017-10-18,2146184.0,0,0
2018,10,19,五,2464544,2018-10-19,否,4,0,10,0,2161429.0,2132733.1428571427,2017-10-19,2173660.0,1,0
2018,10,20,六,2167850,2018-10-20,是,5,1,10,0,2183499.285714286,2135416.3571428573,2017-10-20,2358215.0,1,0
2018,10,21,日,1855895,2018-10-21,是,6,1,10,0,2196699.5714285714,2144542.714285714,2017-10-21,2069982.0,0,0
2018,10,22,一,2146150,2018-10-22,否,0,0,10,0,2194450.285714286,2143074.785714286,2017-10-22,1787401.0,0,1
2018,10,23,二,2193334,2018-10-23,否,1,0,10,0,2192488.0,2133183.285714286,2017-10-23,2076072.0,0,0
2018,10,24,三,2220726,2018-10-24,否,2,0,10,0,2189598.285714286,2170698.714285714,2017-10-24,2112018.0,0,0
2018,10,25,四,2251799,2018-10-25,否,3,0,10,0,2185756.8571428573,2172618.0,2017-10-25,2147053.0,0,0
2018,10,26,五,2443582,2018-10-26,否,4,0,10,0,2182762.285714286,2172095.6428571427,2017-10-26,2163710.0,1,0
2018,10,27,六,2198894,2018-10-27,是,5,1,10,0,2187197.1428571427,2185348.214285714,2017-10-27,2378397.0,1,0
2018,10,28,日,1823406,2018-10-28,是,6,1,10,0,2182555.8571428573,2189627.714285714,2017-10-28,2103855.0,0,0
2018,10,29,一,2160781,2018-10-29,否,0,0,10,0,2184646.0,2189548.1428571427,2017-10-29,1771333.0,0,1
2018,10,30,二,2191637,2018-10-30,否,1,0,10,0,2184403.5714285714,2188445.785714286,2017-10-30,2098516.0,0,0
2018,10,31,三,2232478,2018-10-31,否,2,0,10,0,2186082.4285714286,2187840.3571428573,2017-10-31,2103407.0,0,0
2018,11,1,四,2227918,2018-11-01,否,3,0,11,0,2182670.8571428573,2184213.8571428573,2017-11-01,2106642.0,0,0
2018,11,2,五,2411171,2018-11-02,否,4,0,11,0,2178040.714285714,2180401.5,2017-11-02,2108336.0,1,0
2018,11,3,六,1985585,2018-11-03,是,5,1,11,0,2147568.0,2167382.5714285714,2017-11-03,2330453.0,1,0
2018,11,4,日,1665633,2018-11-04,是,6,1,11,0,2125029.0,2153792.4285714286,2017-11-04,1980204.0,0,0
2018,11,5,一,2156493,2018-11-05,否,0,0,11,0,2124416.4285714286,2154531.214285714,2017-11-05,1706837.0,0,1
2018,11,6,二,2196023,2018-11-06,否,1,0,11,0,2125043.0,2154723.285714286,2017-11-06,2073916.0,0,0
2018,11,7,三,2207437,2018-11-07,否,2,0,11,0,2121465.714285714,2153774.0714285714,2017-11-07,2103804.0,0,0
2018,11,8,四,2267301,2018-11-08,否,3,0,11,0,2127091.8571428573,2154881.3571428573,2017-11-08,2139482.0,0,0
2018,11,9,五,2476586,2018-11-09,否,4,0,11,0,2136436.8571428573,2157238.785714286,2017-11-09,2175244.0,1,0
2018,11,10,六,2170363,2018-11-10,是,5,1,11,0,2162833.714285714,2155200.8571428573,2017-11-10,2378619.0,1,0
2018,11,11,日,1835816,2018-11-11,是,6,1,11,0,2187145.5714285714,2156087.285714286,2017-11-11,2078842.0,0,0
2018,11,12,一,2170952,2018-11-12,否,0,0,11,0,2189211.1428571427,2156813.785714286,2017-11-12,1768317.0,0,1
2018,11,13,二,2203309,2018-11-13,否,1,0,11,0,2190252.0,2157647.5,2017-11-13,2106753.0,0,0
2018,11,14,三,2238602,2018-11-14,否,2,0,11,0,2194704.1428571427,2158084.9285714286,2017-11-14,2128134.0,0,0
2018,11,15,四,2275230,2018-11-15,否,3,0,11,0,2195836.8571428573,2161464.3571428573,2017-11-15,2157499.0,0,0
2018,11,16,五,2514307,2018-11-16,否,4,0,11,0,2201225.5714285714,2168831.214285714,2017-11-16,2186137.0,1,0
2018,11,17,六,2135911,2018-11-17,是,5,1,11,0,2196303.8571428573,2179568.785714286,2017-11-17,2412377.0,1,0
2018,11,18,日,1948157,2018-11-18,是,6,1,11,0,2212352.5714285714,2199749.0714285714,2017-11-18,2061167.0,0,0
2018,11,19,一,2225249,2018-11-19,否,0,0,11,0,2220109.285714286,2204660.214285714,2017-11-19,1760429.0,0,1
2018,11,20,二,2211864,2018-11-20,否,1,0,11,0,2221331.4285714286,2205791.714285714,2017-11-20,2154683.0,0,0
2018,11,21,三,2244063,2018-11-21,否,2,0,11,0,2222111.5714285714,2208407.8571428573,2017-11-21,2130567.0,0,0
2018,11,22,四,2296543,2018-11-22,否,3,0,11,0,2225156.285714286,2210496.5714285714,2017-11-22,2151193.0,0,0
2018,11,23,五,2554961,2018-11-23,否,4,0,11,0,2230964.0,2216094.785714286,2017-11-23,2186415.0,1,0
2018,11,24,六,1827798,2018-11-24,是,5,1,11,0,2186947.8571428573,2191625.8571428573,2017-11-24,2397856.0,1,0
2018,11,25,日,1757192,2018-11-25,是,6,1,11,0,2159667.1428571427,2186009.8571428573,2017-11-25,1962615.0,0,0
2018,11,26,一,2195487,2018-11-26,否,0,0,11,0,2155415.4285714286,2187762.3571428573,2017-11-26,1704054.0,0,1
2018,11,27,二,2202772,2018-11-27,否,1,0,11,0,2154116.5714285714,2187724.0,2017-11-27,2087442.0,0,0
2018,11,28,三,2235089,2018-11-28,否,2,0,11,0,2152834.5714285714,2187473.0714285714,2017-11-28,2148358.0,0,0
2018,11,29,四,2280531,2018-11-29,否,3,0,11,0,2150547.1428571427,2187851.714285714,2017-11-29,2172127.0,0,0
2018,11,30,五,2488602,2018-11-30,否,4,0,11,0,2141067.285714286,2186015.6428571427,2017-11-30,2175459.0,1,0
2018,12,1,六,2207301,2018-12-01,是,5,1,12,0,2195282.0,2191114.9285714286,2017-12-01,2374968.0,1,0
2018,12,2,日,1898683,2018-12-02,是,6,1,12,0,2215495.0,2187581.0714285714,2017-12-02,2107106.0,0,0
2018,12,3,一,2177410,2018-12-03,否,0,0,12,0,2212912.5714285714,2184164.0,2017-12-03,1832258.0,0,1
2018,12,4,二,2216541,2018-12-04,否,1,0,12,0,2214879.5714285714,2184498.0714285714,2017-12-04,2096950.0,0,0
2018,12,5,三,2242309,2018-12-05,否,2,0,12,0,2215911.0,2184372.785714286,2017-12-05,2151926.0,0,0
2018,12,6,四,2273687,2018-12-06,否,3,0,12,0,2214933.285714286,2182740.214285714,2017-12-06,2197775.0,0,0
2018,12,7,五,2533863,2018-12-07,否,4,0,12,0,2221399.1428571427,2181233.214285714,2017-12-07,2244676.0,1,0
2018,12,8,六,2310004,2018-12-08,是,5,1,12,0,2236071.0,2215676.5,2017-12-08,2482363.0,1,0
2018,12,9,日,1916109,2018-12-09,是,6,1,12,0,2238560.4285714286,2227027.714285714,2017-12-09,2252383.0,0,0
2018,12,10,一,2226145,2018-12-10,否,0,0,12,0,2245522.5714285714,2229217.5714285714,2017-12-10,1992771.0,0,1
2018,12,11,二,2243604,2018-12-11,否,1,0,12,0,2249388.714285714,2232134.1428571427,2017-12-11,2155347.0,0,0
2018,12,12,三,2274762,2018-12-12,否,2,0,12,0,2254024.8571428573,2234967.9285714286,2017-12-12,2207757.0,0,0
2018,12,13,四,2319605,2018-12-13,否,3,0,12,0,2260584.5714285714,2237758.9285714286,2017-12-13,2235608.0,0,0
2018,12,14,五,2562165,2018-12-14,否,4,0,12,0,2264627.714285714,2243013.4285714286,2017-12-14,2264764.0,1,0
2018,12,15,六,2460715,2018-12-15,是,5,1,12,0,2286157.8571428573,2261114.4285714286,2017-12-15,2507419.0,1,0
2018,12,16,日,1994530,2018-12-16,是,6,1,12,0,2297360.8571428573,2267960.6428571427,2017-12-16,2284334.0,0,0
2018,12,17,一,2239116,2018-12-17,否,0,0,12,0,2299213.8571428573,2272368.214285714,2017-12-17,1981671.0,0,1
2018,12,18,二,2285329,2018-12-18,否,1,0,12,0,2305174.5714285714,2277281.6428571427,2017-12-18,2207734.0,0,0
2018,12,19,三,2321389,2018-12-19,否,2,0,12,0,2311835.5714285714,2282930.214285714,2017-12-19,2233964.0,0,0
2018,12,20,四,2344458,2018-12-20,否,3,0,12,0,2315386.0,2287985.285714286,2017-12-20,2285261.0,0,0
2018,12,21,五,2480222,2018-12-21,否,4,0,12,0,2303679.8571428573,2284153.785714286,2017-12-21,2282130.0,0,0
2018,12,22,六,2414510,2018-12-22,否,5,1,12,0,2297079.1428571427,2291618.5,2017-12-22,2498190.0,1,0
2018,12,23,日,1931005,2018-12-23,是,6,1,12,0,2288004.1428571427,2292682.5,2017-12-23,2447816.0,0,0
2018,12,24,一,2396806,2018-12-24,否,0,0,12,0,2310531.285714286,2304872.5714285714,2017-12-24,2036103.0,0,1
2018,12,25,二,2419527,2018-12-25,否,1,0,12,0,2329702.4285714286,2317438.5,2017-12-25,2291232.0,0,0
2018,12,26,三,2353220,2018-12-26,否,2,0,12,0,2334249.714285714,2323042.6428571427,2017-12-26,2240509.0,0,0
2018,12,27,四,2382990,2018-12-27,否,3,0,12,0,2339754.285714286,2327570.1428571427,2017-12-27,2270721.0,0,0
2018,12,28,五,2556038,2018-12-28,否,4,0,12,0,2350585.1428571427,2327132.5,2017-12-28,2292694.0,1,0
2018,12,29,六,2089333,2018-12-29,是,5,1,12,0,2304131.285714286,2300605.214285714,2017-12-29,2497606.0,1,0
2018,12,30,日,1991755,2018-12-30,是,6,1,12,0,2312809.8571428573,2300407.0,2017-12-30,2138946.0,1,0
2018,12,31,一,2500014,2018-12-31,是,0,0,12,0,2327553.8571428573,2319042.5714285714,2017-12-31,2594212.0,1,0
2019,1,1,二,1628886,2019-01-01,是,1,0,1,1,2214605.1428571427,2272153.785714286,2018-01-01,1720093.0,0,0
2019,1,2,三,2252978,2019-01-02,否,2,0,1,1,2200284.8571428573,2267267.285714286,2018-01-02,2145048.0,0,1
2019,1,3,四,2269048,2019-01-03,否,3,0,1,1,2184007.4285714286,2261880.8571428573,2018-01-03,2171402.0,0,0
2019,1,4,五,2448988,2019-01-04,否,4,0,1,1,2168714.5714285714,2259649.8571428573,2018-01-04,2180942.0,1,0
2019,1,5,六,1951667,2019-01-05,是,5,1,1,1,2149048.0,2226589.6428571427,2018-01-05,2389403.0,1,0
2019,1,6,日,1557160,2019-01-06,是,6,1,1,1,2086963.0,2199886.4285714286,2018-01-06,1888484.0,0,0
2019,1,7,一,2185682,2019-01-07,否,0,0,1,1,2042058.4285714286,2184806.1428571427,2018-01-07,1494354.0,0,1
2019,1,8,二,2222106,2019-01-08,否,1,0,1,1,2126804.1428571427,2170704.6428571427,2018-01-08,2132783.0,0,0
2019,1,9,三,2244563,2019-01-09,否,2,0,1,1,2125602.0,2162943.4285714286,2018-01-09,2157076.0,0,0
2019,1,10,四,2290502,2019-01-10,否,3,0,1,1,2128666.8571428573,2156337.1428571427,2018-01-10,2178334.0,0,0
2019,1,11,五,2494932,2019-01-11,否,4,0,1,1,2135230.285714286,2151972.4285714286,2018-01-11,2183574.0,1,0
2019,1,12,六,2074242,2019-01-12,是,5,1,1,1,2152741.0,2150894.5,2018-01-12,2366209.0,1,0
2019,1,13,日,1773966,2019-01-13,是,6,1,1,1,2183713.285714286,2135338.1428571427,2018-01-13,1932326.0,0,0
2019,1,14,一,2192358,2019-01-14,否,0,0,1,1,2184667.0,2113362.714285714,2018-01-14,1644482.0,0,1
2019,1,15,二,2232255,2019-01-15,否,1,0,1,1,2186116.8571428573,2156460.5,2018-01-15,2094029.0,0,0
2019,1,16,三,2243466,2019-01-16,否,2,0,1,1,2185960.1428571427,2155781.0714285714,2018-01-16,2127813.0,0,0
2019,1,17,四,2269923,2019-01-17,否,3,0,1,1,2183020.285714286,2155843.5714285714,2018-01-17,2142658.0,0,0
2019,1,18,五,2526685,2019-01-18,否,4,0,1,1,2187556.4285714286,2161393.3571428573,2018-01-18,2172659.0,0,0
2019,1,19,六,2351756,2019-01-19,否,5,1,1,1,2227201.285714286,2189971.1428571427,2018-01-19,2437865.0,1,0
2019,1,20,日,1841643,2019-01-20,是,6,1,1,1,2236869.4285714286,2210291.3571428573,2018-01-20,1945706.0,0,0
2019,1,21,一,2241036,2019-01-21,否,0,0,1,1,2243823.4285714286,2214245.214285714,2018-01-21,1664591.0,0,1
2019,1,22,二,2256106,2019-01-22,否,1,0,1,1,2247230.714285714,2216673.785714286,2018-01-22,2082004.0,0,0
2019,1,23,三,2315776,2019-01-23,否,2,0,1,1,2257560.714285714,2221760.4285714286,2018-01-23,2137493.0,0,0
2019,1,24,四,2334810,2019-01-24,否,3,0,1,1,2266830.285714286,2224925.285714286,2018-01-24,2187271.0,0,0
2019,1,25,五,2513568,2019-01-25,否,4,0,1,1,2264956.4285714286,2226256.4285714286,2018-01-25,2205744.0,1,0
2019,1,26,六,2172969,2019-01-26,是,5,1,1,1,2239415.4285714286,2233308.3571428573,2018-01-26,2400316.0,1,0
2019,1,27,日,1896648,2019-01-27,是,6,1,1,1,2247273.285714286,2242071.3571428573,2018-01-27,2108068.0,0,0
2019,1,28,一,2303673,2019-01-28,否,0,0,1,1,2256221.4285714286,2250022.4285714286,2018-01-28,1690477.0,0,1
2019,1,29,二,2288084,2019-01-29,否,1,0,1,1,2260789.714285714,2254010.214285714,2018-01-29,2152659.0,0,0
2019,1,30,三,2321252,2019-01-30,否,2,0,1,1,2261572.0,2259566.3571428573,2018-01-30,2172081.0,0,0
2019,1,31,四,2306449,2019-01-31,否,3,0,1,1,2257520.4285714286,2262175.3571428573,2018-01-31,2195030.0,0,0
2019,2,1,五,2269621,2019-02-01,否,4,0,2,1,2222670.8571428573,2243813.6428571427,2018-02-01,2195868.0,1,0
2019,2,2,六,1615859,2019-02-02,是,5,1,2,1,2143083.714285714,2191249.5714285714,2018-02-02,2340388.0,1,0
2019,2,3,日,1272730,2019-02-03,是,6,1,2,1,2053952.5714285714,2150612.9285714286,2018-02-03,1834349.0,1,0
2019,2,4,一,797530,2019-02-04,是,0,0,2,1,1838789.2857142857,2047505.357142857,2018-02-04,1567737.0,1,0
2019,2,5,二,1413531,2019-02-05,是,1,0,2,1,1713853.142857143,1987321.4285714286,2018-02-05,2148007.0,1,0
2019,2,6,三,1498861,2019-02-06,是,2,0,2,1,1596368.7142857143,1928970.357142857,2018-02-06,2226573.0,1,0
2019,2,7,四,1751848,2019-02-07,是,3,0,2,1,1517140.0,1887330.2142857143,2018-02-07,2232769.0,1,0
2019,2,8,五,1741781,2019-02-08,是,4,0,2,1,1441734.2857142857,1832202.5714285714,2018-02-08,2300141.0,1,0
2019,2,9,六,1738442,2019-02-09,是,5,1,2,1,1459246.142857143,1801164.9285714286,2018-02-09,2451371.0,1,0
2019,2,10,日,1600375,2019-02-10,是,6,1,2,1,1506052.5714285714,1780002.5714285714,2018-02-10,1984652.0,0,0
2019,2,11,一,2117422,2019-02-11,否,0,0,2,1,1694608.5714285714,1766698.9285714286,2018-02-11,1746239.0,0,1
2019,2,12,二,2204440,2019-02-12,否,1,0,2,1,1807595.5714285714,1760724.357142857,2018-02-12,2230628.0,0,0
2019,2,13,三,2247816,2019-02-13,否,2,0,2,1,1914589.142857143,1755478.9285714286,2018-02-13,2194814.0,0,0
2019,2,14,四,2331604,2019-02-14,否,3,0,2,1,1997411.4285714286,1757275.7142857143,2018-02-14,1987693.0,0,0
2019,2,15,五,2513685,2019-02-15,否,4,0,2,1,2107683.4285714286,1774708.857142857,2018-02-15,829655.0,1,0
2019,2,16,六,2352160,2019-02-16,是,5,1,2,1,2195357.4285714286,1827301.7857142857,2018-02-16,1421887.0,1,0
2019,2,17,日,2018971,2019-02-17,是,6,1,2,1,2255156.8571428573,1880604.7142857143,2018-02-17,1459981.0,0,0
2019,2,18,一,2269452,2019-02-18,否,0,0,2,1,2276875.4285714286,1985742.0,2018-02-18,1748528.0,0,1
2019,2,19,二,2295503,2019-02-19,否,1,0,2,1,2289884.4285714286,2048740.0,2018-02-19,1769700.0,0,0
2019,2,20,三,2307053,2019-02-20,否,2,0,2,1,2298346.8571428573,2106468.0,2018-02-20,1597499.0,0,0
2019,2,21,四,2299896,2019-02-21,否,3,0,2,1,2293817.1428571427,2145614.285714286,2018-02-21,2051668.0,0,0
2019,2,22,五,2403239,2019-02-22,否,4,0,2,1,2278039.1428571427,2192861.285714286,2018-02-22,2131082.0,0,0
