西元年,月,日,星期,總運量,日期,是否為節日,星期幾,是否週末,月份,是否寒暑假,滾動平均_7日,滾動平均_14日,去年同日,去年同日運量,是否連假前一日,是否連假最後日
2015,1,14,三,1969032,2015-01-14,否,2,0,1,1,1922764.5714285714,1878625.9285714286,2014-01-14,,0,0
2015,1,15,四,2003565,2015-01-15,否,3,0,1,1,1925000.5714285714,1893384.142857143,2014-01-15,,0,0
2015,1,16,五,2212934,2015-01-16,否,4,0,1,1,1932001.2857142857,1920723.4285714286,2014-01-16,,1,0
2015,1,17,六,1884434,2015-01-17,是,5,1,1,1,1930193.4285714286,1926608.9285714286,2014-01-17,,1,0
2015,1,18,日,1631624,2015-01-18,是,6,1,1,1,1941677.142857143,1929906.142857143,2014-01-18,,0,0
2015,1,19,一,1913736,2015-01-19,否,0,0,1,1,1938526.142857143,1929792.5714285714,2014-01-19,,0,1
2015,1,20,二,2012293,2015-01-20,否,1,0,1,1,1946802.5714285714,1934557.0,2014-01-20,,0,0
2015,1,21,三,1976113,2015-01-21,否,2,0,1,1,1947814.142857143,1935289.357142857,2014-01-21,,0,0
2015,1,22,四,1992942,2015-01-22,否,3,0,1,1,1946296.5714285714,1935648.5714285714,2014-01-22,,0,0
2015,1,23,五,2142013,2015-01-23,否,4,0,1,1,1936165.0,1934083.142857143,2014-01-23,,1,0
2015,1,24,六,1901482,2015-01-24,是,5,1,1,1,1938600.4285714286,1934396.9285714286,2014-01-24,,1,0
2015,1,25,日,1596872,2015-01-25,是,6,1,1,1,1933635.857142857,1937656.5,2014-01-25,,0,0
2015,1,26,一,1904495,2015-01-26,否,0,0,1,1,1932315.7142857143,1935420.9285714286,2014-01-26,,0,1
2015,1,27,二,2055511,2015-01-27,否,1,0,1,1,1938489.7142857143,1942646.142857143,2014-01-27,,0,0
2015,1,28,三,2022619,2015-01-28,否,2,0,1,1,1945133.4285714286,1946473.7857142857,2014-01-28,,0,0
2015,1,29,四,2041400,2015-01-29,否,3,0,1,1,1952056.0,1949176.2857142857,2014-01-29,,0,0
2015,1,30,五,2148037,2015-01-30,否,4,0,1,1,1952916.5714285714,1944540.7857142857,2014-01-30,,1,0
2015,1,31,六,1951006,2015-01-31,是,5,1,1,1,1959991.4285714286,1949295.9285714286,2014-01-31,,1,0
2015,2,1,日,1674182,2015-02-01,是,6,1,2,1,1971035.7142857143,1952335.7857142857,2014-02-01,,0,0
2015,2,2,一,1964993,2015-02-02,否,0,0,2,1,1979678.2857142857,1955997.0,2014-02-02,,0,1
2015,2,3,二,2043308,2015-02-03,否,1,0,2,1,1977935.0,1958212.357142857,2014-02-03,,0,0
2015,2,4,三,2037181,2015-02-04,否,2,0,2,1,1980015.2857142857,1962574.357142857,2014-02-04,,0,0
2015,2,5,四,2070304,2015-02-05,否,3,0,2,1,1984144.4285714286,1968100.2142857143,2014-02-05,,0,0
2015,2,6,五,2217979,2015-02-06,否,4,0,2,1,1994136.142857143,1973526.357142857,2014-02-06,,1,0
2015,2,7,六,1971770,2015-02-07,是,5,1,2,1,1997102.4285714286,1978546.9285714286,2014-02-07,,1,0
2015,2,8,日,1677919,2015-02-08,是,6,1,2,1,1997636.2857142857,1984336.0,2014-02-08,,0,0
2015,2,9,一,2023553,2015-02-09,否,0,0,2,1,2006002.0,1992840.142857143,2014-02-09,,0,1
2015,2,10,二,2152075,2015-02-10,否,1,0,2,1,2021540.142857143,1999737.5714285714,2014-02-10,,0,0
2015,2,11,三,2174660,2015-02-11,否,2,0,2,1,2041180.0,2010597.642857143,2014-02-11,,0,0
2015,2,12,四,2191011,2015-02-12,否,3,0,2,1,2058423.857142857,2021284.142857143,2014-02-12,,0,0
2015,2,13,五,2310343,2015-02-13,否,4,0,2,1,2071618.7142857143,2032877.4285714286,2014-02-13,,1,0
2015,2,14,六,1972064,2015-02-14,是,5,1,2,1,2071660.7142857143,2034381.5714285714,2014-02-14,,1,0
2015,2,15,日,1636321,2015-02-15,是,6,1,2,1,2065718.142857143,2031677.2142857143,2014-02-15,,0,0
2015,2,16,一,2007257,2015-02-16,否,0,0,2,1,2063390.142857143,2034696.0714285714,2014-02-16,,0,1
2015,2,17,二,1761184,2015-02-17,否,1,0,2,1,2007548.5714285714,2014544.357142857,2014-02-17,,1,0
2015,2,18,三,751526,2015-02-18,是,2,0,2,1,1804243.7142857143,1922711.857142857,2014-02-18,,1,0
2015,2,19,四,1342552,2015-02-19,是,3,0,2,1,1683035.2857142857,1870729.5714285714,2014-02-19,,1,0
2015,2,20,五,1356261,2015-02-20,是,4,0,2,1,1546737.857142857,1809178.2857142857,2014-02-20,,1,0
2015,2,21,六,1678593,2015-02-21,是,5,1,2,1,1504813.4285714286,1788237.0714285714,2014-02-21,,1,0
2015,2,22,日,1653840,2015-02-22,是,6,1,2,1,1507316.142857143,1786517.142857143,2014-02-22,,1,0
2015,2,23,一,1578871,2015-02-23,是,0,0,2,1,1446118.142857143,1754754.142857143,2014-02-23,,0,0
2015,2,24,二,1980871,2015-02-24,否,1,0,2,1,1477502.0,1742525.2857142857,2014-02-24,,0,1
2015,2,25,三,2037969,2015-02-25,否,2,0,2,1,1661279.5714285714,1732761.642857143,2014-02-25,,0,0
2015,2,26,四,2152779,2015-02-26,否,3,0,2,1,1777026.2857142857,1730030.7857142857,2014-02-26,,1,0
2015,2,27,五,2031991,2015-02-27,是,4,0,2,1,1873559.142857143,1710148.5,2014-02-27,,1,0
2015,2,28,六,2081276,2015-02-28,是,5,1,2,1,1931085.2857142857,1717949.357142857,2014-02-28,,1,0
2015,3,1,日,1715067,2015-03-01,是,6,1,3,0,1939832.0,1723574.0714285714,2014-03-01,,0,0
2015,3,2,一,1994187,2015-03-02,否,0,0,3,0,1999162.857142857,1722640.5,2014-03-02,,0,1
2015,3,3,二,2054679,2015-03-03,否,1,0,3,0,2009706.857142857,1743604.4285714286,2014-03-03,,0,0
2015,3,4,三,2074934,2015-03-04,否,2,0,3,0,2014987.5714285714,1838133.5714285714,2014-03-04,,0,0
2015,3,5,四,2081005,2015-03-05,否,3,0,3,0,2004734.142857143,1890880.2142857143,2014-03-05,,0,0
2015,3,6,五,2303705,2015-03-06,否,4,0,3,0,2043550.4285714286,1958554.7857142857,2014-03-06,,1,0
2015,3,7,六,2165069,2015-03-07,是,5,1,3,0,2055520.857142857,1993303.0714285714,2014-03-07,,1,0
2015,3,8,日,1856581,2015-03-08,是,6,1,3,0,2075737.142857143,2007784.5714285714,2014-03-08,,0,0
2015,3,9,一,1976908,2015-03-09,否,0,0,3,0,2073268.7142857143,2036215.7857142857,2014-03-09,,0,1
2015,3,10,二,2043045,2015-03-10,否,1,0,3,0,2071606.7142857143,2040656.7857142857,2014-03-10,,0,0
2015,3,11,三,2074794,2015-03-11,否,2,0,3,0,2071586.7142857143,2043287.142857143,2014-03-11,,0,0
2015,3,12,四,2089203,2015-03-12,否,3,0,3,0,2072757.857142857,2038746.0,2014-03-12,,0,0
2015,3,13,五,2277913,2015-03-13,否,4,0,3,0,2069073.2857142857,2056311.857142857,2014-03-13,,1,0
2015,3,14,六,2130819,2015-03-14,是,5,1,3,0,2064180.4285714286,2059850.642857143,2014-03-14,,1,0
2015,3,15,日,1752420,2015-03-15,是,6,1,3,0,2049300.2857142857,2062518.7142857143,2014-03-15,,0,0
2015,3,16,一,1986568,2015-03-16,否,0,0,3,0,2050680.2857142857,2061974.5,2014-03-16,,0,1
2015,3,17,二,2023027,2015-03-17,否,1,0,3,0,2047820.5714285714,2059713.642857143,2014-03-17,,0,0
2015,3,18,三,2074299,2015-03-18,否,2,0,3,0,2047749.857142857,2059668.2857142857,2014-03-18,,0,0
2015,3,19,四,2074453,2015-03-19,否,3,0,3,0,2045642.7142857143,2059200.2857142857,2014-03-19,,0,0
2015,3,20,五,2261770,2015-03-20,否,4,0,3,0,2043336.5714285714,2056204.9285714286,2014-03-20,,1,0
2015,3,21,六,1996906,2015-03-21,是,5,1,3,0,2024206.142857143,2044193.2857142857,2014-03-21,,1,0
2015,3,22,日,1642602,2015-03-22,是,6,1,3,0,2008517.857142857,2028909.0714285714,2014-03-22,,0,0
2015,3,23,一,1955818,2015-03-23,否,0,0,3,0,2004125.0,2027402.642857143,2014-03-23,,0,1
2015,3,24,二,2027070,2015-03-24,否,1,0,3,0,2004702.5714285714,2026261.5714285714,2014-03-24,,0,0
2015,3,25,三,2075806,2015-03-25,否,2,0,3,0,2004917.857142857,2026333.857142857,2014-03-25,,0,0
2015,3,26,四,2102538,2015-03-26,否,3,0,3,0,2008930.0,2027286.357142857,2014-03-26,,0,0
2015,3,27,五,2306849,2015-03-27,否,4,0,3,0,2015369.857142857,2029353.2142857143,2014-03-27,,1,0
2015,3,28,六,2042943,2015-03-28,是,5,1,3,0,2021946.5714285714,2023076.357142857,2014-03-28,,1,0
2015,3,29,日,1723325,2015-03-29,是,6,1,3,0,2033478.4285714286,2020998.142857143,2014-03-29,,0,0
2015,3,30,一,1962335,2015-03-30,否,0,0,3,0,2034409.4285714286,2019267.2142857143,2014-03-30,,0,1
2015,3,31,二,2001689,2015-03-31,否,1,0,3,0,2030783.5714285714,2017743.0714285714,2014-03-31,,0,0
2015,4,1,三,2048305,2015-04-01,否,2,0,4,0,2026854.857142857,2015886.357142857,2014-04-01,,0,0
2015,4,2,四,2158720,2015-04-02,否,3,0,4,0,2034880.857142857,2021905.4285714286,2014-04-02,,1,0
2015,4,3,五,1769724,2015-04-03,是,4,0,4,0,1958148.7142857143,1986759.2857142857,2014-04-03,,1,0
2015,4,4,六,1674820,2015-04-04,是,5,1,4,0,1905559.7142857143,1963753.142857143,2014-04-04,,1,0
2015,4,5,日,1510349,2015-04-05,是,6,1,4,0,1875134.5714285714,1954306.5,2014-04-05,,1,0
2015,4,6,一,1579297,2015-04-06,是,0,0,4,0,1820414.857142857,1927412.142857143,2014-04-06,,0,0
2015,4,7,二,1983465,2015-04-07,否,1,0,4,0,1817811.4285714286,1924297.5,2014-04-07,,0,1
2015,4,8,三,2028915,2015-04-08,否,2,0,4,0,1815041.4285714286,1920948.142857143,2014-04-08,,0,0
2015,4,9,四,2061803,2015-04-09,否,3,0,4,0,1801196.142857143,1918038.5,2014-04-09,,0,0
2015,4,10,五,2275422,2015-04-10,否,4,0,4,0,1873438.7142857143,1915793.7142857143,2014-04-10,,1,0
2015,4,11,六,1966373,2015-04-11,是,5,1,4,0,1915089.142857143,1910324.4285714286,2014-04-11,,1,0
2015,4,12,日,1656018,2015-04-12,是,6,1,4,0,1935899.0,1905516.7857142857,2014-04-12,,0,0
2015,4,13,一,1968264,2015-04-13,否,0,0,4,0,1991465.7142857143,1905940.2857142857,2014-04-13,,0,1
2015,4,14,二,2003426,2015-04-14,否,1,0,4,0,1994317.2857142857,1906064.357142857,2014-04-14,,0,0
2015,4,15,三,2025021,2015-04-15,否,2,0,4,0,1993761.0,1904401.2142857143,2014-04-15,,0,0
2015,4,16,四,2014753,2015-04-16,否,3,0,4,0,1987039.5714285714,1894117.857142857,2014-04-16,,0,0
2015,4,17,五,2188779,2015-04-17,否,4,0,4,0,1974662.0,1924050.357142857,2014-04-17,,1,0
2015,4,18,六,1958707,2015-04-18,是,5,1,4,0,1973566.857142857,1944328.0,2014-04-18,,1,0
2015,4,19,日,1618031,2015-04-19,是,6,1,4,0,1968140.142857143,1952019.5714285714,2014-04-19,,0,0
2015,4,20,一,1929198,2015-04-20,否,0,0,4,0,1962559.2857142857,1977012.5,2014-04-20,,0,1
2015,4,21,二,1954680,2015-04-21,否,1,0,4,0,1955595.5714285714,1974956.4285714286,2014-04-21,,0,0
2015,4,22,三,1997117,2015-04-22,否,2,0,4,0,1951609.2857142857,1972685.142857143,2014-04-22,,0,0
2015,4,23,四,2000629,2015-04-23,否,3,0,4,0,1949591.5714285714,1968315.5714285714,2014-04-23,,0,0
2015,4,24,五,2201347,2015-04-24,否,4,0,4,0,1951387.0,1963024.5,2014-04-24,,1,0
2015,4,25,六,2016736,2015-04-25,是,5,1,4,0,1959676.857142857,1966621.857142857,2014-04-25,,1,0
2015,4,26,日,1693935,2015-04-26,是,6,1,4,0,1970520.2857142857,1969330.2142857143,2014-04-26,,0,0
2015,4,27,一,1941963,2015-04-27,否,0,0,4,0,1972343.857142857,1967451.5714285714,2014-04-27,,0,1
2015,4,28,二,1984661,2015-04-28,否,1,0,4,0,1976626.857142857,1966111.2142857143,2014-04-28,,0,0
2015,4,29,三,2019740,2015-04-29,否,2,0,4,0,1979858.7142857143,1965734.0,2014-04-29,,0,0
2015,4,30,四,2102457,2015-04-30,否,3,0,4,0,1994405.5714285714,1971998.5714285714,2014-04-30,,1,0
2015,5,1,五,2017620,2015-05-01,是,4,0,5,0,1968158.857142857,1959772.9285714286,2014-05-01,,1,0
2015,5,2,六,1985334,2015-05-02,是,5,1,5,0,1963672.857142857,1961674.857142857,2014-05-02,,1,0
2015,5,3,日,1708675,2015-05-03,是,6,1,5,0,1965778.5714285714,1968149.4285714286,2014-05-03,,0,0
2015,5,4,一,2021378,2015-05-04,否,0,0,5,0,1977123.5714285714,1974733.7142857143,2014-05-04,,0,1
2015,5,5,二,2036682,2015-05-05,否,1,0,5,0,1984555.142857143,1980591.0,2014-05-05,,0,0
2015,5,6,三,2022455,2015-05-06,否,2,0,5,0,1984943.0,1982400.857142857,2014-05-06,,0,0
2015,5,7,四,2032029,2015-05-07,否,3,0,5,0,1974881.857142857,1984643.7142857143,2014-05-07,,0,0
2015,5,8,五,2224602,2015-05-08,否,4,0,5,0,2004450.7142857143,1986304.7857142857,2014-05-08,,1,0
2015,5,9,六,1850816,2015-05-09,是,5,1,5,0,1985233.857142857,1974453.357142857,2014-05-09,,1,0
2015,5,10,日,1514055,2015-05-10,是,6,1,5,0,1957431.0,1961604.7857142857,2014-05-10,,0,0
2015,5,11,一,1936196,2015-05-11,否,0,0,5,0,1945262.142857143,1961192.857142857,2014-05-11,,0,1
2015,5,12,二,1979123,2015-05-12,否,1,0,5,0,1937039.4285714286,1960797.2857142857,2014-05-12,,0,0
2015,5,13,三,1991817,2015-05-13,否,2,0,5,0,1932662.5714285714,1958802.7857142857,2014-05-13,,0,0
2015,5,14,四,2000535,2015-05-14,否,3,0,5,0,1928163.4285714286,1951522.642857143,2014-05-14,,0,0
2015,5,15,五,2247198,2015-05-15,否,4,0,5,0,1931391.4285714286,1967921.0714285714,2014-05-15,,1,0
2015,5,16,六,1997653,2015-05-16,是,5,1,5,0,1952368.142857143,1968801.0,2014-05-16,,1,0
2015,5,17,日,1716639,2015-05-17,是,6,1,5,0,1981308.7142857143,1969369.857142857,2014-05-17,,0,0
2015,5,18,一,1930446,2015-05-18,否,0,0,5,0,1980487.2857142857,1962874.7142857143,2014-05-18,,0,1
2015,5,19,二,1965127,2015-05-19,否,1,0,5,0,1978487.857142857,1957763.642857143,2014-05-19,,0,0
2015,5,20,三,1990712,2015-05-20,否,2,0,5,0,1978330.0,1955496.2857142857,2014-05-20,,0,0
2015,5,21,四,2021880,2015-05-21,否,3,0,5,0,1981379.2857142857,1954771.357142857,2014-05-21,,0,0
2015,5,22,五,2201210,2015-05-22,否,4,0,5,0,1974809.5714285714,1953100.5,2014-05-22,,1,0
2015,5,23,六,1979735,2015-05-23,是,5,1,5,0,1972249.857142857,1962309.0,2014-05-23,,1,0
2015,5,24,日,1635157,2015-05-24,是,6,1,5,0,1960609.5714285714,1970959.142857143,2014-05-24,,0,0
2015,5,25,一,2005654,2015-05-25,否,0,0,5,0,1971353.5714285714,1975920.4285714286,2014-05-25,,0,1
2015,5,26,二,1986520,2015-05-26,否,1,0,5,0,1974409.7142857143,1976448.7857142857,2014-05-26,,0,0
2015,5,27,三,2006424,2015-05-27,否,2,0,5,0,1976654.2857142857,1977492.142857143,2014-05-27,,0,0
2015,5,28,四,2011965,2015-05-28,否,3,0,5,0,1975237.857142857,1978308.5714285714,2014-05-28,,0,0
2015,5,29,五,2183427,2015-05-29,否,4,0,5,0,1972697.4285714286,1973753.5,2014-05-29,,1,0
2015,5,30,六,1941473,2015-05-30,是,5,1,5,0,1967231.4285714286,1969740.642857143,2014-05-30,,1,0
2015,5,31,日,1619120,2015-05-31,是,6,1,5,0,1964940.4285714286,1962775.0,2014-05-31,,0,0
2015,6,1,一,1924451,2015-06-01,否,0,0,6,0,1953340.0,1962346.7857142857,2014-06-01,,0,1
2015,6,2,二,1972450,2015-06-02,否,1,0,6,0,1951330.0,1962869.857142857,2014-06-02,,0,0
2015,6,3,三,2021093,2015-06-03,否,2,0,6,0,1953425.5714285714,1965039.9285714286,2014-06-03,,0,0
2015,6,4,四,2030356,2015-06-04,否,3,0,6,0,1956052.857142857,1965645.357142857,2014-06-04,,0,0
2015,6,5,五,2232110,2015-06-05,否,4,0,6,0,1963007.5714285714,1967852.5,2014-06-05,,1,0
2015,6,6,六,1951840,2015-06-06,是,5,1,6,0,1964488.5714285714,1965860.0,2014-06-06,,1,0
2015,6,7,日,1602443,2015-06-07,是,6,1,6,0,1962106.142857143,1963523.2857142857,2014-06-07,,0,0
2015,6,8,一,1923407,2015-06-08,否,0,0,6,0,1961957.0,1957648.5,2014-06-08,,0,1
2015,6,9,二,1957916,2015-06-09,否,1,0,6,0,1959880.7142857143,1955605.357142857,2014-06-09,,0,0
2015,6,10,三,1996798,2015-06-10,否,2,0,6,0,1956410.0,1954917.7857142857,2014-06-10,,0,0
2015,6,11,四,2007356,2015-06-11,否,3,0,6,0,1953124.2857142857,1954588.5714285714,2014-06-11,,0,0
2015,6,12,五,2188828,2015-06-12,否,4,0,6,0,1946941.142857143,1954974.357142857,2014-06-12,,1,0
2015,6,13,六,2001983,2015-06-13,是,5,1,6,0,1954104.4285714286,1959296.5,2014-06-13,,1,0
2015,6,14,日,1625054,2015-06-14,是,6,1,6,0,1957334.5714285714,1959720.357142857,2014-06-14,,0,0
2015,6,15,一,1949529,2015-06-15,否,0,0,6,0,1961066.2857142857,1961511.642857143,2014-06-15,,0,1
2015,6,16,二,2006125,2015-06-16,否,1,0,6,0,1967953.2857142857,1963917.0,2014-06-16,,0,0
2015,6,17,三,2021431,2015-06-17,否,2,0,6,0,1971472.2857142857,1963941.142857143,2014-06-17,,0,0
2015,6,18,四,2112406,2015-06-18,否,3,0,6,0,1986479.4285714286,1969801.857142857,2014-06-18,,1,0
2015,6,19,五,1548038,2015-06-19,是,4,0,6,0,1894938.0,1920939.5714285714,2014-06-19,,1,0
2015,6,20,六,1365272,2015-06-20,是,5,1,6,0,1803979.2857142857,1879041.857142857,2014-06-20,,1,0
2015,6,21,日,1406174,2015-06-21,是,6,1,6,0,1772710.7142857143,1865022.642857143,2014-06-21,,0,0
2015,6,22,一,1921572,2015-06-22,否,0,0,6,0,1768716.857142857,1864891.5714285714,2014-06-22,,0,1
2015,6,23,二,1963001,2015-06-23,否,1,0,6,0,1762556.2857142857,1865254.7857142857,2014-06-23,,0,0
2015,6,24,三,2004488,2015-06-24,否,2,0,6,0,1760135.857142857,1865804.0714285714,2014-06-24,,0,0
2015,6,25,四,2055584,2015-06-25,否,3,0,6,0,1752018.4285714286,1869248.9285714286,2014-06-25,,0,0
2015,6,26,五,2212425,2015-06-26,否,4,0,6,0,1846930.857142857,1870934.4285714286,2014-06-26,,1,0
2015,6,27,六,1933774,2015-06-27,是,5,1,6,0,1928145.4285714286,1866062.357142857,2014-06-27,,1,0
2015,6,28,日,1570847,2015-06-28,是,6,1,6,0,1951670.142857143,1862190.4285714286,2014-06-28,,0,0
2015,6,29,一,1962023,2015-06-29,否,0,0,6,0,1957448.857142857,1863082.857142857,2014-06-29,,0,1
2015,6,30,二,2099628,2015-06-30,否,1,0,6,0,1976967.0,1869761.642857143,2014-06-30,,0,0
2015,7,1,三,2019721,2015-07-01,否,2,0,7,1,1979143.142857143,1869639.5,2014-07-01,,0,0
2015,7,2,四,2018111,2015-07-02,否,3,0,7,1,1973789.857142857,1862904.142857143,2014-07-02,,0,0
2015,7,3,五,2140847,2015-07-03,否,4,0,7,1,1963564.4285714286,1905247.642857143,2014-07-03,,1,0
2015,7,4,六,1875436,2015-07-04,是,5,1,7,1,1955230.4285714286,1941687.9285714286,2014-07-04,,1,0
2015,7,5,日,1633331,2015-07-05,是,6,1,7,1,1964156.7142857143,1957913.4285714286,2014-07-05,,0,0
2015,7,6,一,2037252,2015-07-06,否,0,0,7,1,1974903.7142857143,1966176.2857142857,2014-07-06,,0,1
2015,7,7,二,2014158,2015-07-07,否,1,0,7,1,1962693.7142857143,1969830.357142857,2014-07-07,,0,0
2015,7,8,三,2012914,2015-07-08,否,2,0,7,1,1961721.2857142857,1970432.2142857143,2014-07-08,,0,0
2015,7,9,四,2010901,2015-07-09,否,3,0,7,1,1960691.2857142857,1967240.5714285714,2014-07-09,,0,0
2015,7,10,五,742323,2015-07-10,否,4,0,7,1,1760902.142857143,1862233.2857142857,2014-07-10,,1,0
2015,7,11,六,1818059,2015-07-11,是,5,1,7,1,1752705.4285714286,1853967.9285714286,2014-07-11,,1,0
2015,7,12,日,1656037,2015-07-12,是,6,1,7,1,1755949.142857143,1860052.9285714286,2014-07-12,,0,0
2015,7,13,一,2040895,2015-07-13,否,0,0,7,1,1756469.5714285714,1865686.642857143,2014-07-13,,0,1
2015,7,14,二,2053764,2015-07-14,否,1,0,7,1,1762127.5714285714,1862410.642857143,2014-07-14,,0,0
2015,7,15,三,2076546,2015-07-15,否,2,0,7,1,1771217.857142857,1866469.5714285714,2014-07-15,,0,0
2015,7,16,四,2065867,2015-07-16,否,3,0,7,1,1779070.142857143,1869880.7142857143,2014-07-16,,0,0
2015,7,17,五,2193097,2015-07-17,否,4,0,7,1,1986323.5714285714,1873612.857142857,2014-07-17,,1,0
2015,7,18,六,1967738,2015-07-18,是,5,1,7,1,2007706.2857142857,1880205.857142857,2014-07-18,,1,0
2015,7,19,日,1657381,2015-07-19,是,6,1,7,1,2007898.2857142857,1881923.7142857143,2014-07-19,,0,0
2015,7,20,一,1981520,2015-07-20,否,0,0,7,1,1999416.142857143,1877942.857142857,2014-07-20,,0,1
2015,7,21,二,2006147,2015-07-21,否,1,0,7,1,1992613.7142857143,1877370.642857143,2014-07-21,,0,0
2015,7,22,三,2031714,2015-07-22,否,2,0,7,1,1986209.142857143,1878713.5,2014-07-22,,0,0
2015,7,23,四,1993977,2015-07-23,否,3,0,7,1,1975939.142857143,1877504.642857143,2014-07-23,,0,0
2015,7,24,五,2165129,2015-07-24,否,4,0,7,1,1971943.7142857143,1979133.642857143,2014-07-24,,1,0
2015,7,25,六,1919578,2015-07-25,是,5,1,7,1,1965063.7142857143,1986385.0,2014-07-25,,1,0
2015,7,26,日,1653013,2015-07-26,是,6,1,7,1,1964439.7142857143,1986169.0,2014-07-26,,0,0
2015,7,27,一,1944393,2015-07-27,否,0,0,7,1,1959135.857142857,1979276.0,2014-07-27,,0,1
2015,7,28,二,2014723,2015-07-28,否,1,0,7,1,1960361.0,1976487.357142857,2014-07-28,,0,0
2015,7,29,三,2051719,2015-07-29,否,2,0,7,1,1963218.857142857,1974714.0,2014-07-29,,0,0
2015,7,30,四,2029663,2015-07-30,否,3,0,7,1,1968316.857142857,1972128.0,2014-07-30,,0,0
2015,7,31,五,2168777,2015-07-31,否,4,0,7,1,1968838.0,1970390.857142857,2014-07-31,,1,0
2015,8,1,六,1889055,2015-08-01,是,5,1,8,1,1964477.5714285714,1964770.642857143,2014-08-01,,1,0
2015,8,2,日,1619236,2015-08-02,是,6,1,8,1,1959652.2857142857,1962046.0,2014-08-02,,0,0
2015,8,3,一,1974161,2015-08-03,否,0,0,8,1,1963904.857142857,1961520.357142857,2014-08-03,,0,1
2015,8,4,二,2019424,2015-08-04,否,1,0,8,1,1964576.4285714286,1962468.7142857143,2014-08-04,,0,0
2015,8,5,三,2075561,2015-08-05,否,2,0,8,1,1967982.4285714286,1965600.642857143,2014-08-05,,0,0
2015,8,6,四,2098273,2015-08-06,否,3,0,8,1,1977783.857142857,1973050.357142857,2014-08-06,,0,0
2015,8,7,五,1723750,2015-08-07,否,4,0,8,1,1914208.5714285714,1941523.2857142857,2014-08-07,,1,0
2015,8,8,六,418145,2015-08-08,是,5,1,8,1,1704078.5714285714,1834278.0714285714,2014-08-08,,1,0
2015,8,9,日,1599329,2015-08-09,是,6,1,8,1,1701234.7142857143,1830443.5,2014-08-09,,0,0
2015,8,10,一,2051206,2015-08-10,否,0,0,8,1,1712241.142857143,1838073.0,2014-08-10,,0,1
2015,8,11,二,2102735,2015-08-11,否,1,0,8,1,1724142.7142857143,1844359.5714285714,2014-08-11,,0,0
2015,8,12,三,2116807,2015-08-12,否,2,0,8,1,1730035.0,1849008.7142857143,2014-08-12,,0,0
2015,8,13,四,2076236,2015-08-13,否,3,0,8,1,1726886.857142857,1852335.357142857,2014-08-13,,0,0
2015,8,14,五,2225728,2015-08-14,否,4,0,8,1,1798598.0,1856403.2857142857,2014-08-14,,1,0
2015,8,15,六,2020878,2015-08-15,是,5,1,8,1,2027559.857142857,1865819.2142857143,2014-08-15,,1,0
2015,8,16,日,1697682,2015-08-16,是,6,1,8,1,2041610.2857142857,1871422.5,2014-08-16,,0,0
2015,8,17,一,2001124,2015-08-17,否,0,0,8,1,2034455.7142857143,1873348.4285714286,2014-08-17,,0,1
2015,8,18,二,2043688,2015-08-18,否,1,0,8,1,2026020.4285714286,1875081.5714285714,2014-08-18,,0,0
2015,8,19,三,2099317,2015-08-19,否,2,0,8,1,2023521.857142857,1876778.4285714286,2014-08-19,,0,0
2015,8,20,四,2112100,2015-08-20,否,3,0,8,1,2028645.2857142857,1877766.0714285714,2014-08-20,,0,0
2015,8,21,五,2129921,2015-08-21,否,4,0,8,1,2014958.5714285714,1906778.2857142857,2014-08-21,,1,0
2015,8,22,六,1694436,2015-08-22,是,5,1,8,1,1968324.0,1997941.9285714286,2014-08-22,,1,0
2015,8,23,日,1404687,2015-08-23,是,6,1,8,1,1926467.5714285714,1984038.9285714286,2014-08-23,,0,0
2015,8,24,一,1980190,2015-08-24,否,0,0,8,1,1923477.0,1978966.357142857,2014-08-24,,0,1
2015,8,25,二,2057150,2015-08-25,否,1,0,8,1,1925400.142857143,1975710.2857142857,2014-08-25,,0,0
2015,8,26,三,2093854,2015-08-26,否,2,0,8,1,1924619.7142857143,1974070.7857142857,2014-08-26,,0,0
2015,8,27,四,2022706,2015-08-27,否,3,0,8,1,1911849.142857143,1970247.2142857143,2014-08-27,,0,0
2015,8,28,五,2059565,2015-08-28,否,4,0,8,1,1901798.2857142857,1958378.4285714286,2014-08-28,,1,0
2015,8,29,六,1893035,2015-08-29,是,5,1,8,1,1930169.5714285714,1949246.7857142857,2014-08-29,,1,0
2015,8,30,日,1640215,2015-08-30,是,6,1,8,1,1963816.4285714286,1945142.0,2014-08-30,,0,0
2015,8,31,一,1955864,2015-08-31,否,0,0,8,1,1960341.2857142857,1941909.142857143,2014-08-31,,0,1
2015,9,1,二,1959545,2015-09-01,否,1,0,9,0,1946397.7142857143,1935898.9285714286,2014-09-01,,0,0
2015,9,2,三,2002423,2015-09-02,否,2,0,9,0,1933336.142857143,1928977.9285714286,2014-09-02,,1,0
2015,9,3,四,2033770,2015-09-03,是,3,0,9,0,1934916.7142857143,1923382.9285714286,2014-09-03,,0,0
2015,9,4,五,2178670,2015-09-04,否,4,0,9,0,1951931.7142857143,1926865.0,2014-09-04,,1,1
2015,9,5,六,1914113,2015-09-05,是,5,1,9,0,1954942.857142857,1942556.2142857143,2014-09-05,,1,0
2015,9,6,日,1636131,2015-09-06,是,6,1,9,0,1954359.4285714286,1959087.9285714286,2014-09-06,,0,0
2015,9,7,一,1983873,2015-09-07,否,0,0,9,0,1958360.7142857143,1959351.0,2014-09-07,,0,1
