西元年,月,日,星期,總運量
2018,10,01,一,2154571
2018,10,02,二,2206724
2018,10,03,三,2246435
2018,10,04,四,2257632
2018,10,05,五,2461705
2018,10,06,六,2130285
2018,10,07,日,1728126
2018,10,08,一,2166701
2018,10,09,二,2331815
2018,10,10,三,1695510
2018,10,11,四,2224929
2018,10,12,五,2450895
2018,10,13,六,2013358
2018,10,14,日,1763493
2018,10,15,一,2161895
2018,10,16,二,2207070
2018,10,17,三,2240954
2018,10,18,四,2278689
2018,10,19,五,2464544
2018,10,20,六,2167850
2018,10,21,日,1855895
2018,10,22,一,2146150
2018,10,23,二,2193334
2018,10,24,三,2220726
2018,10,25,四,2251799
2018,10,26,五,2443582
2018,10,27,六,2198894
2018,10,28,日,1823406
2018,10,29,一,2160781
2018,10,30,二,2191637
2018,10,31,三,2232478
