西元年,月,日,星期,總運量,日期,是否為節日
2023,5,28,日,1441174,2023-05-28,是
2023,5,29,一,1955135,2023-05-29,否
2023,5,30,二,2022702,2023-05-30,否
2023,5,31,三,1979630,2023-05-31,否
2023,6,1,四,2031673,2023-06-01,否
2023,6,2,五,2198413,2023-06-02,否
2023,6,3,六,1676624,2023-06-03,是
2023,6,4,日,1318584,2023-06-04,是
2023,6,5,一,1940470,2023-06-05,否
2023,6,6,二,1994582,2023-06-06,否
2023,6,7,三,2001247,2023-06-07,否
2023,6,8,四,2012483,2023-06-08,否
2023,6,9,五,2162292,2023-06-09,否
2023,6,10,六,1683938,2023-06-10,是
2023,6,11,日,1376169,2023-06-11,是
2023,6,12,一,1932948,2023-06-12,否
2023,6,13,二,1995095,2023-06-13,否
2023,6,14,三,2045434,2023-06-14,否
2023,6,15,四,2044647,2023-06-15,否
2023,6,16,五,2117225,2023-06-16,否
2023,6,17,六,1953359,2023-06-17,否
2023,6,18,日,1384960,2023-06-18,是
2023,6,19,一,1915452,2023-06-19,否
2023,6,20,二,1974660,2023-06-20,否
2023,6,21,三,2038308,2023-06-21,否
2023,6,22,四,1174526,2023-06-22,是
2023,6,23,五,1329754,2023-06-23,是
2023,6,24,六,1421177,2023-06-24,是
2023,6,25,日,1248404,2023-06-25,是
2023,6,26,一,1881823,2023-06-26,否
2023,6,27,二,1949355,2023-06-27,否
2023,6,28,三,1978034,2023-06-28,否
2023,6,29,四,2013353,2023-06-29,否
2023,6,30,五,2192205,2023-06-30,否
2023,7,1,六,1661151,2023-07-01,是
2023,7,2,日,1378618,2023-07-02,是
2023,7,3,一,1949879,2023-07-03,否
2023,7,4,二,1994693,2023-07-04,否
2023,7,5,三,2033132,2023-07-05,否
2023,7,6,四,2020030,2023-07-06,否
2023,7,7,五,2135757,2023-07-07,否
2023,7,8,六,1710882,2023-07-08,是
2023,7,9,日,1396508,2023-07-09,是
2023,7,10,一,1935028,2023-07-10,否
2023,7,11,二,1970586,2023-07-11,否
2023,7,12,三,2033668,2023-07-12,否
2023,7,13,四,2026026,2023-07-13,否
2023,7,14,五,2200004,2023-07-14,否
2023,7,15,六,1746549,2023-07-15,是
2023,7,16,日,1492344,2023-07-16,是
2023,7,17,一,1943824,2023-07-17,否
2023,7,18,二,1999404,2023-07-18,否
2023,7,19,三,2054351,2023-07-19,否
2023,7,20,四,2023324,2023-07-20,否
2023,7,21,五,2161715,2023-07-21,否
2023,7,22,六,1681307,2023-07-22,是
2023,7,23,日,1427537,2023-07-23,是
2023,7,24,一,1947358,2023-07-24,否
2023,7,25,二,2023001,2023-07-25,否
2023,7,26,三,1846445,2023-07-26,否
2023,7,27,四,1887356,2023-07-27,否
2023,7,28,五,2168825,2023-07-28,否
2023,7,29,六,1758680,2023-07-29,是
2023,7,30,日,1445167,2023-07-30,是
2023,7,31,一,1993040,2023-07-31,否
2023,8,1,二,2000523,2023-08-01,否
2023,8,2,三,2016882,2023-08-02,否
2023,8,3,四,506181,2023-08-03,否
2023,8,4,五,2116040,2023-08-04,否
2023,8,5,六,1713064,2023-08-05,是
2023,8,6,日,1448627,2023-08-06,是
2023,8,7,一,2008178,2023-08-07,否
2023,8,8,二,2025572,2023-08-08,否
2023,8,9,三,2100614,2023-08-09,否
2023,8,10,四,2092183,2023-08-10,否
2023,8,11,五,2201998,2023-08-11,否
2023,8,12,六,1803215,2023-08-12,是
2023,8,13,日,1521035,2023-08-13,是
2023,8,14,一,2009998,2023-08-14,否
2023,8,15,二,2070371,2023-08-15,否
2023,8,16,三,2022045,2023-08-16,否
2023,8,17,四,2048112,2023-08-17,否
2023,8,18,五,2216597,2023-08-18,否
2023,8,19,六,1822579,2023-08-19,是
2023,8,20,日,1563169,2023-08-20,是
2023,8,21,一,1998115,2023-08-21,否
2023,8,22,二,2057049,2023-08-22,否
2023,8,23,三,2077732,2023-08-23,否
2023,8,24,四,2092046,2023-08-24,否
2023,8,25,五,2205638,2023-08-25,否
2023,8,26,六,1736877,2023-08-26,是
2023,8,27,日,1434871,2023-08-27,是
2023,8,28,一,1963252,2023-08-28,否
2023,8,29,二,1976314,2023-08-29,否
2023,8,30,三,1949764,2023-08-30,否
2023,8,31,四,2040717,2023-08-31,否
2023,9,1,五,2171144,2023-09-01,否
2023,9,2,六,1488748,2023-09-02,是
2023,9,3,日,1042421,2023-09-03,是
2023,9,4,一,1937294,2023-09-04,否
2023,9,5,二,2053824,2023-09-05,否
2023,9,6,三,2108819,2023-09-06,否
2023,9,7,四,2139966,2023-09-07,否
2023,9,8,五,2276015,2023-09-08,否
2023,9,9,六,1821806,2023-09-09,是
2023,9,10,日,1514390,2023-09-10,是
2023,9,11,一,2042488,2023-09-11,否
2023,9,12,二,2092672,2023-09-12,否
2023,9,13,三,2109429,2023-09-13,否
2023,9,14,四,2118043,2023-09-14,否
2023,9,15,五,2305635,2023-09-15,否
2023,9,16,六,1916132,2023-09-16,是
2023,9,17,日,1537767,2023-09-17,是
2023,9,18,一,2038046,2023-09-18,否
2023,9,19,二,2097185,2023-09-19,否
2023,9,20,三,2146495,2023-09-20,否
2023,9,21,四,2123106,2023-09-21,否
2023,9,22,五,2252621,2023-09-22,否
2023,9,23,六,2100196,2023-09-23,否
2023,9,24,日,1508552,2023-09-24,是
2023,9,25,一,2066059,2023-09-25,否
2023,9,26,二,2154927,2023-09-26,否
2023,9,27,三,2204852,2023-09-27,否
2023,9,28,四,2268584,2023-09-28,否
2023,9,29,五,1396582,2023-09-29,是
2023,9,30,六,1522092,2023-09-30,是
2023,10,1,日,1366488,2023-10-01,是
2023,10,2,一,2051687,2023-10-02,否
2023,10,3,二,2103510,2023-10-03,否
2023,10,4,三,2064996,2023-10-04,否
2023,10,5,四,2056375,2023-10-05,否
2023,10,6,五,2297772,2023-10-06,否
2023,10,7,六,1782614,2023-10-07,是
2023,10,8,日,1566820,2023-10-08,是
2023,10,9,一,1564545,2023-10-09,是
2023,10,10,二,1357852,2023-10-10,是
2023,10,11,三,2099483,2023-10-11,否
2023,10,12,四,2144230,2023-10-12,否
2023,10,13,五,2301398,2023-10-13,否
2023,10,14,六,1875612,2023-10-14,是
2023,10,15,日,1555977,2023-10-15,是
2023,10,16,一,2057570,2023-10-16,否
2023,10,17,二,2143753,2023-10-17,否
2023,10,18,三,2185548,2023-10-18,否
2023,10,19,四,2193952,2023-10-19,否
2023,10,20,五,2368355,2023-10-20,否
2023,10,21,六,1898223,2023-10-21,是
2023,10,22,日,1600494,2023-10-22,是
2023,10,23,一,2090014,2023-10-23,否
2023,10,24,二,2132283,2023-10-24,否
2023,10,25,三,2172892,2023-10-25,否
2023,10,26,四,2183880,2023-10-26,否
2023,10,27,五,2350478,2023-10-27,否
2023,10,28,六,1909644,2023-10-28,是
2023,10,29,日,1527848,2023-10-29,是
2023,10,30,一,2072738,2023-10-30,否
2023,10,31,二,2137181,2023-10-31,否
2023,11,1,三,2136324,2023-11-01,否
2023,11,2,四,2149691,2023-11-02,否
2023,11,3,五,2356084,2023-11-03,否
2023,11,4,六,1959567,2023-11-04,是
2023,11,5,日,1603673,2023-11-05,是
2023,11,6,一,2066673,2023-11-06,否
2023,11,7,二,2122120,2023-11-07,否
2023,11,8,三,2151645,2023-11-08,否
2023,11,9,四,2196279,2023-11-09,否
2023,11,10,五,2382715,2023-11-10,否
2023,11,11,六,2014300,2023-11-11,是
2023,11,12,日,1608643,2023-11-12,是
2023,11,13,一,2091361,2023-11-13,否
2023,11,14,二,2162534,2023-11-14,否
2023,11,15,三,2213135,2023-11-15,否
2023,11,16,四,2202407,2023-11-16,否
2023,11,17,五,2432571,2023-11-17,否
2023,11,18,六,2055608,2023-11-18,是
2023,11,19,日,1689424,2023-11-19,是
2023,11,20,一,2147584,2023-11-20,否
2023,11,21,二,2164081,2023-11-21,否
2023,11,22,三,2182364,2023-11-22,否
2023,11,23,四,2207189,2023-11-23,否
2023,11,24,五,2388018,2023-11-24,否
2023,11,25,六,1937272,2023-11-25,是
2023,11,26,日,1533824,2023-11-26,是
2023,11,27,一,2090700,2023-11-27,否
2023,11,28,二,2167573,2023-11-28,否
2023,11,29,三,2195575,2023-11-29,否
2023,11,30,四,2231905,2023-11-30,否
2023,12,1,五,2403483,2023-12-01,否
2023,12,2,六,2004067,2023-12-02,是
2023,12,3,日,1701607,2023-12-03,是
2023,12,4,一,2086450,2023-12-04,否
2023,12,5,二,2173857,2023-12-05,否
2023,12,6,三,2195908,2023-12-06,否
2023,12,7,四,2268725,2023-12-07,否
2023,12,8,五,2491416,2023-12-08,否
2023,12,9,六,2201096,2023-12-09,是
2023,12,10,日,1804086,2023-12-10,是
2023,12,11,一,2130775,2023-12-11,否
2023,12,12,二,2195542,2023-12-12,否
2023,12,13,三,2216907,2023-12-13,否
2023,12,14,四,2250944,2023-12-14,否
2023,12,15,五,2462196,2023-12-15,否
2023,12,16,六,2078726,2023-12-16,是
2023,12,17,日,1700108,2023-12-17,是
2023,12,18,一,2158796,2023-12-18,否
2023,12,19,二,2200935,2023-12-19,否
2023,12,20,三,2238461,2023-12-20,否
2023,12,21,四,2251908,2023-12-21,否
2023,12,22,五,2444638,2023-12-22,否
2023,12,23,六,2097712,2023-12-23,是
2023,12,24,日,1740565,2023-12-24,是
2023,12,25,一,2247241,2023-12-25,否
2023,12,26,二,2256766,2023-12-26,否
2023,12,27,三,2280986,2023-12-27,否
2023,12,28,四,2281513,2023-12-28,否
2023,12,29,五,2441636,2023-12-29,否
2023,12,30,六,1917995,2023-12-30,是
2023,12,31,日,2383109,2023-12-31,是
2024,1,1,一,1441883,2024-01-01,是
2024,1,2,二,2110822,2024-01-02,否
2024,1,3,三,2125955,2024-01-03,否
2024,1,4,四,2169893,2024-01-04,否
2024,1,5,五,2335268,2024-01-05,否
2024,1,6,六,1828165,2024-01-06,是
2024,1,7,日,1451385,2024-01-07,是
2024,1,8,一,2080699,2024-01-08,否
2024,1,9,二,2130817,2024-01-09,否
2024,1,10,三,2164767,2024-01-10,否
2024,1,11,四,2249414,2024-01-11,否
2024,1,12,五,2489648,2024-01-12,否
2024,1,13,六,1680030,2024-01-13,是
2024,1,14,日,1512328,2024-01-14,是
2024,1,15,一,2038057,2024-01-15,否
2024,1,16,二,2123774,2024-01-16,否
2024,1,17,三,2140779,2024-01-17,否
2024,1,18,四,2167956,2024-01-18,否
2024,1,19,五,2417664,2024-01-19,否
2024,1,20,六,1893225,2024-01-20,是
2024,1,21,日,1486937,2024-01-21,是
2024,1,22,一,2060400,2024-01-22,否
2024,1,23,二,2071844,2024-01-23,否
2024,1,24,三,2125588,2024-01-24,否
2024,1,25,四,2194985,2024-01-25,否
2024,1,26,五,2364790,2024-01-26,否
2024,1,27,六,1846287,2024-01-27,是
2024,1,28,日,1572028,2024-01-28,是
2024,1,29,一,2096197,2024-01-29,否
2024,1,30,二,2165737,2024-01-30,否
2024,1,31,三,2204354,2024-01-31,否
2024,2,1,四,2224040,2024-02-01,否
2024,2,2,五,2326691,2024-02-02,否
2024,2,3,六,1834143,2024-02-03,是
2024,2,4,日,1560851,2024-02-04,是
2024,2,5,一,2133470,2024-02-05,否
2024,2,6,二,2158554,2024-02-06,否
2024,2,7,三,2076028,2024-02-07,否
2024,2,8,四,1179782,2024-02-08,是
2024,2,9,五,743623,2024-02-09,是
2024,2,10,六,1278323,2024-02-10,是
2024,2,11,日,1382946,2024-02-11,是
2024,2,12,一,1510143,2024-02-12,是
2024,2,13,二,1565042,2024-02-13,是
2024,2,14,三,1534807,2024-02-14,是
2024,2,15,四,1986383,2024-02-15,否
2024,2,16,五,2085342,2024-02-16,否
2024,2,17,六,2118114,2024-02-17,否
2024,2,18,日,1581228,2024-02-18,是
2024,2,19,一,2104925,2024-02-19,否
2024,2,20,二,2179250,2024-02-20,否
2024,2,21,三,2201190,2024-02-21,否
2024,2,22,四,2221289,2024-02-22,否
2024,2,23,五,2436989,2024-02-23,否
2024,2,24,六,2038079,2024-02-24,是
2024,2,25,日,1688881,2024-02-25,是
2024,2,26,一,2122246,2024-02-26,否
2024,2,27,二,2285968,2024-02-27,否
2024,2,28,三,1723554,2024-02-28,是
2024,2,29,四,2247858,2024-02-29,否
2024,3,1,五,2345271,2024-03-01,否
2024,3,2,六,1772725,2024-03-02,是
2024,3,3,日,1566939,2024-03-03,是
2024,3,4,一,2151650,2024-03-04,否
2024,3,5,二,2229595,2024-03-05,否
2024,3,6,三,2223804,2024-03-06,否
2024,3,7,四,2223545,2024-03-07,否
2024,3,8,五,2446862,2024-03-08,否
2024,3,9,六,1910916,2024-03-09,是
2024,3,10,日,1595092,2024-03-10,是
2024,3,11,一,2142941,2024-03-11,否
2024,3,12,二,2246921,2024-03-12,否
2024,3,13,三,2243736,2024-03-13,否
2024,3,14,四,2257124,2024-03-14,否
2024,3,15,五,2427878,2024-03-15,否
2024,3,16,六,1978975,2024-03-16,是
2024,3,17,日,1663197,2024-03-17,是
2024,3,18,一,2136705,2024-03-18,否
2024,3,19,二,2179850,2024-03-19,否
2024,3,20,三,2241858,2024-03-20,否
2024,3,21,四,2236708,2024-03-21,否
2024,3,22,五,2396694,2024-03-22,否
2024,3,23,六,1898846,2024-03-23,是
2024,3,24,日,1553725,2024-03-24,是
2024,3,25,一,2120948,2024-03-25,否
2024,3,26,二,2194245,2024-03-26,否
2024,3,27,三,2243044,2024-03-27,否
2024,3,28,四,2259013,2024-03-28,否
2024,3,29,五,2400389,2024-03-29,否
2024,3,30,六,1867490,2024-03-30,是
2024,3,31,日,1471619,2024-03-31,是
2024,4,1,一,2083410,2024-04-01,否
2024,4,2,二,2165625,2024-04-02,否
2024,4,3,三,1896482,2024-04-03,否
2024,4,4,四,1384656,2024-04-04,是
2024,4,5,五,1551316,2024-04-05,是
2024,4,6,六,1631133,2024-04-06,是
2024,4,7,日,1411666,2024-04-07,是
2024,4,8,一,2067526,2024-04-08,否
2024,4,9,二,2130390,2024-04-09,否
2024,4,10,三,2178446,2024-04-10,否
2024,4,11,四,2194442,2024-04-11,否
2024,4,12,五,2366249,2024-04-12,否
2024,4,13,六,1902974,2024-04-13,是
2024,4,14,日,1588323,2024-04-14,是
2024,4,15,一,2096083,2024-04-15,否
2024,4,16,二,2138909,2024-04-16,否
2024,4,17,三,2186074,2024-04-17,否
2024,4,18,四,2192321,2024-04-18,否
2024,4,19,五,2371867,2024-04-19,否
2024,4,20,六,1945392,2024-04-20,是
2024,4,21,日,1589021,2024-04-21,是
2024,4,22,一,2045472,2024-04-22,否
2024,4,23,二,2059332,2024-04-23,否
2024,4,24,三,2116598,2024-04-24,否
2024,4,25,四,2171339,2024-04-25,否
2024,4,26,五,2296627,2024-04-26,否
2024,4,27,六,1792818,2024-04-27,是
2024,4,28,日,1523809,2024-04-28,是
2024,4,29,一,2126394,2024-04-29,否
2024,4,30,二,2226532,2024-04-30,否
2024,5,1,三,1707706,2024-05-01,是
2024,5,2,四,2177867,2024-05-02,否
2024,5,3,五,2392227,2024-05-03,否
2024,5,4,六,1884123,2024-05-04,是
2024,5,5,日,1557946,2024-05-05,是
2024,5,6,一,2101983,2024-05-06,否
2024,5,7,二,2147419,2024-05-07,否
2024,5,8,三,2176481,2024-05-08,否
2024,5,9,四,2200240,2024-05-09,否
2024,5,10,五,2380934,2024-05-10,否
2024,5,11,六,1798856,2024-05-11,是
2024,5,12,日,1456869,2024-05-12,是
2024,5,13,一,2076049,2024-05-13,否
2024,5,14,二,2150762,2024-05-14,否
2024,5,15,三,2214471,2024-05-15,否
2024,5,16,四,2204654,2024-05-16,否
2024,5,17,五,2394196,2024-05-17,否
2024,5,18,六,1947076,2024-05-18,是
2024,5,19,日,1608860,2024-05-19,是
2024,5,20,一,2115236,2024-05-20,否
2024,5,21,二,2149371,2024-05-21,否
2024,5,22,三,2155124,2024-05-22,否
2024,5,23,四,2182144,2024-05-23,否
2024,5,24,五,2464956,2024-05-24,否
2024,5,25,六,1950111,2024-05-25,是
2024,5,26,日,1575129,2024-05-26,是
2024,5,27,一,2086463,2024-05-27,否
2024,5,28,二,2171419,2024-05-28,否
2024,5,29,三,2172604,2024-05-29,否
2024,5,30,四,2171388,2024-05-30,否
2024,5,31,五,2333623,2024-05-31,否
2024,6,1,六,1820462,2024-06-01,是
2024,6,2,日,1354567,2024-06-02,是
2024,6,3,一,2121728,2024-06-03,否
2024,6,4,二,2195190,2024-06-04,否
2024,6,5,三,2221856,2024-06-05,否
2024,6,6,四,2266221,2024-06-06,否
2024,6,7,五,2396462,2024-06-07,否
2024,6,8,六,1724984,2024-06-08,是
2024,6,9,日,1484056,2024-06-09,是
2024,6,10,一,1217552,2024-06-10,是
2024,6,11,二,2113128,2024-06-11,否
2024,6,12,三,2154277,2024-06-12,否
2024,6,13,四,2168760,2024-06-13,否
2024,6,14,五,2311834,2024-06-14,否
2024,6,15,六,1832762,2024-06-15,是
2024,6,16,日,1476039,2024-06-16,是
2024,6,17,一,2064115,2024-06-17,否
2024,6,18,二,2087798,2024-06-18,否
2024,6,19,三,2118117,2024-06-19,否
2024,6,20,四,2140657,2024-06-20,否
2024,6,21,五,2267031,2024-06-21,否
2024,6,22,六,1770026,2024-06-22,是
2024,6,23,日,1407233,2024-06-23,是
2024,6,24,一,1998715,2024-06-24,否
2024,6,25,二,2093341,2024-06-25,否
2024,6,26,三,2137293,2024-06-26,否
2024,6,27,四,2164377,2024-06-27,否
2024,6,28,五,2339473,2024-06-28,否
2024,6,29,六,1803857,2024-06-29,是
2024,6,30,日,1492368,2024-06-30,是
2024,7,1,一,2012703,2024-07-01,否
2024,7,2,二,2042685,2024-07-02,否
2024,7,3,三,2089411,2024-07-03,否
2024,7,4,四,2087387,2024-07-04,否
2024,7,5,五,2240145,2024-07-05,否
2024,7,6,六,1759996,2024-07-06,是
2024,7,7,日,1474720,2024-07-07,是
2024,7,8,一,2006291,2024-07-08,否
2024,7,9,二,2078979,2024-07-09,否
2024,7,10,三,2089644,2024-07-10,否
2024,7,11,四,2154830,2024-07-11,否
2024,7,12,五,2244585,2024-07-12,否
2024,7,13,六,1796505,2024-07-13,是
2024,7,14,日,1544134,2024-07-14,是
2024,7,15,一,2049265,2024-07-15,否
2024,7,16,二,2101051,2024-07-16,否
2024,7,17,三,2157688,2024-07-17,否
2024,7,18,四,2126379,2024-07-18,否
2024,7,19,五,2247649,2024-07-19,否
2024,7,20,六,1821895,2024-07-20,是
2024,7,21,日,1513048,2024-07-21,是
2024,7,22,一,2030240,2024-07-22,否
2024,7,23,二,2065940,2024-07-23,否
2024,7,24,三,275223,2024-07-24,否
2024,7,25,四,506206,2024-07-25,否
2024,7,26,五,2350947,2024-07-26,否
2024,7,27,六,1894799,2024-07-27,是
2024,7,28,日,1619713,2024-07-28,是
2024,7,29,一,2152458,2024-07-29,否
2024,7,30,二,2126630,2024-07-30,否
2024,7,31,三,2183628,2024-07-31,否
2024,8,1,四,2144175,2024-08-01,否
2024,8,2,五,2258317,2024-08-02,否
2024,8,3,六,1794068,2024-08-03,是
2024,8,4,日,1456484,2024-08-04,是
2024,8,5,一,2039631,2024-08-05,否
2024,8,6,二,2129651,2024-08-06,否
2024,8,7,三,2151883,2024-08-07,否
2024,8,8,四,2112968,2024-08-08,否
2024,8,9,五,2287408,2024-08-09,否
2024,8,10,六,2015530,2024-08-10,是
2024,8,11,日,1588328,2024-08-11,是
2024,8,12,一,2065711,2024-08-12,否
2024,8,13,二,2122491,2024-08-13,否
2024,8,14,三,2126599,2024-08-14,否
2024,8,15,四,2109389,2024-08-15,否
2024,8,16,五,2279387,2024-08-16,否
2024,8,17,六,1762044,2024-08-17,是
2024,8,18,日,1432695,2024-08-18,是
2024,8,19,一,2025874,2024-08-19,否
2024,8,20,二,2117897,2024-08-20,否
2024,8,21,三,2179788,2024-08-21,否
2024,8,22,四,2189238,2024-08-22,否
2024,8,23,五,2300470,2024-08-23,否
2024,8,24,六,1896941,2024-08-24,是
2024,8,25,日,1601580,2024-08-25,是
2024,8,26,一,2036046,2024-08-26,否
2024,8,27,二,2106243,2024-08-27,否
2024,8,28,三,2104480,2024-08-28,否
2024,8,29,四,2063204,2024-08-29,否
2024,8,30,五,2245995,2024-08-30,否
2024,8,31,六,1761447,2024-08-31,是
2024,9,1,日,1426779,2024-09-01,是
2024,9,2,一,2053126,2024-09-02,否
2024,9,3,二,2130743,2024-09-03,是
2024,9,4,三,2179678,2024-09-04,否
2024,9,5,四,2203035,2024-09-05,否
2024,9,6,五,2354434,2024-09-06,否
2024,9,7,六,1759007,2024-09-07,是
2024,9,8,日,1501976,2024-09-08,是
2024,9,9,一,2118429,2024-09-09,否
2024,9,10,二,2191348,2024-09-10,否
2024,9,11,三,2218724,2024-09-11,否
2024,9,12,四,2229133,2024-09-12,否
2024,9,13,五,2400806,2024-09-13,否
2024,9,14,六,1743473,2024-09-14,是
2024,9,15,日,1493262,2024-09-15,是
2024,9,16,一,2128252,2024-09-16,否
2024,9,17,二,1341056,2024-09-17,是
2024,9,18,三,2177859,2024-09-18,否
2024,9,19,四,2191117,2024-09-19,否
2024,9,20,五,2390573,2024-09-20,否
2024,9,21,六,1778720,2024-09-21,是
2024,9,22,日,1369273,2024-09-22,是
2024,9,23,一,2152017,2024-09-23,否
2024,9,24,二,2205822,2024-09-24,否
2024,9,25,三,2225130,2024-09-25,否
2024,9,26,四,2226290,2024-09-26,否
2024,9,27,五,2418743,2024-09-27,否
2024,9,28,六,1886930,2024-09-28,是
2024,9,29,日,1513940,2024-09-29,是
2024,9,30,一,2153975,2024-09-30,否
2024,10,1,二,2089601,2024-10-01,否
2024,10,2,三,618955,2024-10-02,否
2024,10,3,四,503883,2024-10-03,否
2024,10,4,五,2384523,2024-10-04,否
2024,10,5,六,1907665,2024-10-05,是
2024,10,6,日,1583721,2024-10-06,是
2024,10,7,一,2212613,2024-10-07,否
2024,10,8,二,2242561,2024-10-08,否
2024,10,9,三,2378515,2024-10-09,否
2024,10,10,四,1584263,2024-10-10,是
2024,10,11,五,2314394,2024-10-11,否
2024,10,12,六,1882812,2024-10-12,是
2024,10,13,日,1587088,2024-10-13,是
2024,10,14,一,2152826,2024-10-14,否
2024,10,15,二,2215476,2024-10-15,否
2024,10,16,三,2231636,2024-10-16,否
2024,10,17,四,2269505,2024-10-17,否
2024,10,18,五,2419306,2024-10-18,否
2024,10,19,六,2021564,2024-10-19,是
2024,10,20,日,1600516,2024-10-20,是
2024,10,21,一,2162904,2024-10-21,否
2024,10,22,二,2242196,2024-10-22,否
2024,10,23,三,2270292,2024-10-23,否
2024,10,24,四,2280793,2024-10-24,否
2024,10,25,五,2441599,2024-10-25,否
2024,10,26,六,2044344,2024-10-26,是
2024,10,27,日,1616962,2024-10-27,是
2024,10,28,一,2173622,2024-10-28,否
2024,10,29,二,2239094,2024-10-29,否
2024,10,30,三,2255219,2024-10-30,否
2024,10,31,四,191889,2024-10-31,否
2024,11,1,五,2321199,2024-11-01,否
2024,11,2,六,2006051,2024-11-02,是
2024,11,3,日,1621092,2024-11-03,是
2024,11,4,一,2211774,2024-11-04,否
2024,11,5,二,2251608,2024-11-05,否
2024,11,6,三,2268856,2024-11-06,否
2024,11,7,四,2317283,2024-11-07,否
2024,11,8,五,2484361,2024-11-08,否
2024,11,9,六,2019973,2024-11-09,是
2024,11,10,日,1662825,2024-11-10,是
2024,11,11,一,2209284,2024-11-11,否
2024,11,12,二,2258552,2024-11-12,否
2024,11,13,三,2322622,2024-11-13,否
2024,11,14,四,2333024,2024-11-14,否
2024,11,15,五,2539643,2024-11-15,否
2024,11,16,六,2072883,2024-11-16,是
2024,11,17,日,1728126,2024-11-17,是
2024,11,18,一,2285022,2024-11-18,否
2024,11,19,二,2268394,2024-11-19,否
2024,11,20,三,2301053,2024-11-20,否
2024,11,21,四,2296405,2024-11-21,否
2024,11,22,五,2477958,2024-11-22,否
2024,11,23,六,1985218,2024-11-23,是
2024,11,24,日,1654005,2024-11-24,是
2024,11,25,一,2208049,2024-11-25,否
2024,11,26,二,2268646,2024-11-26,否
2024,11,27,三,2304172,2024-11-27,否
2024,11,28,四,2336770,2024-11-28,否
2024,11,29,五,2528559,2024-11-29,否
2024,11,30,六,2071573,2024-11-30,是
2024,12,1,日,1729757,2024-12-01,是
2024,12,2,一,2208269,2024-12-02,否
2024,12,3,二,2266279,2024-12-03,否
2024,12,4,三,2307073,2024-12-04,否
2024,12,5,四,2377657,2024-12-05,否
2024,12,6,五,2585953,2024-12-06,否
2024,12,7,六,2204954,2024-12-07,是
2024,12,8,日,1786863,2024-12-08,是
2024,12,9,一,2234840,2024-12-09,否
2024,12,10,二,2302680,2024-12-10,否
2024,12,11,三,2328307,2024-12-11,否
2024,12,12,四,2346964,2024-12-12,否
2024,12,13,五,2538754,2024-12-13,否
2024,12,14,六,2160772,2024-12-14,是
2024,12,15,日,1818825,2024-12-15,是
2024,12,16,一,2224572,2024-12-16,否
2024,12,17,二,2307422,2024-12-17,否
2024,12,18,三,2333648,2024-12-18,否
2024,12,19,四,2338306,2024-12-19,否
2024,12,20,五,2605786,2024-12-20,否
2024,12,21,六,2128058,2024-12-21,是
2024,12,22,日,1813358,2024-12-22,是
2024,12,23,一,2309131,2024-12-23,否
2024,12,24,二,2408807,2024-12-24,否
2024,12,25,三,2454140,2024-12-25,否
2024,12,26,四,2385354,2024-12-26,否
2024,12,27,五,2572880,2024-12-27,否
2024,12,28,六,2080877,2024-12-28,是
2024,12,29,日,1776518,2024-12-29,是
2024,12,30,一,2329634,2024-12-30,否
2024,12,31,二,3126858,2024-12-31,否
2025,1,1,三,1464405,2025-01-01,是
2025,1,2,四,2256967,2025-01-02,否
2025,1,3,五,2414955,2025-01-03,否
2025,1,4,六,1885101,2025-01-04,是
2025,1,5,日,1552107,2025-01-05,是
2025,1,6,一,2191677,2025-01-06,否
2025,1,7,二,2245956,2025-01-07,否
2025,1,8,三,2269429,2025-01-08,否
2025,1,9,四,2243847,2025-01-09,否
2025,1,10,五,2423291,2025-01-10,否
2025,1,11,六,1980684,2025-01-11,是
2025,1,12,日,1651797,2025-01-12,是
2025,1,13,一,2179766,2025-01-13,否
2025,1,14,二,2254141,2025-01-14,否
2025,1,15,三,2213507,2025-01-15,否
2025,1,16,四,2258534,2025-01-16,否
2025,1,17,五,2483191,2025-01-17,否
2025,1,18,六,1962367,2025-01-18,是
2025,1,19,日,1596754,2025-01-19,是
2025,1,20,一,2274784,2025-01-20,否
2025,1,21,二,2274684,2025-01-21,否
2025,1,22,三,2268958,2025-01-22,否
2025,1,23,四,2257305,2025-01-23,否
2025,1,24,五,2293392,2025-01-24,否
2025,1,25,六,1637151,2025-01-25,是
2025,1,26,日,1358359,2025-01-26,是
2025,1,27,一,1169542,2025-01-27,是
2025,1,28,二,794456,2025-01-28,是
2025,1,29,三,1337804,2025-01-29,是
2025,1,30,四,1378038,2025-01-30,是
2025,1,31,五,1480486,2025-01-31,是
2025,2,1,六,1518958,2025-02-01,是
2025,2,2,日,1306343,2025-02-02,是
2025,2,3,一,1970738,2025-02-03,否
2025,2,4,二,2138092,2025-02-04,否
2025,2,5,三,2176583,2025-02-05,否
2025,2,6,四,2244794,2025-02-06,否
2025,2,7,五,2339571,2025-02-07,否
2025,2,8,六,2221141,2025-02-08,否
2025,2,9,日,1649641,2025-02-09,是
2025,2,10,一,2177555,2025-02-10,否
2025,2,11,二,2258030,2025-02-11,否
2025,2,12,三,2220642,2025-02-12,否
2025,2,13,四,2229118,2025-02-13,否
2025,2,14,五,2443051,2025-02-14,否
2025,2,15,六,2099842,2025-02-15,是
2025,2,16,日,1667682,2025-02-16,是
2025,2,17,一,2227976,2025-02-17,否
2025,2,18,二,2253671,2025-02-18,否
2025,2,19,三,2278476,2025-02-19,否
2025,2,20,四,2323561,2025-02-20,否
