西元年,月,日,星期,總運量,日期,是否為節日
2025,2,21,五,2502361,2025-02-21,否
2025,2,22,六,2071903,2025-02-22,是
2025,2,23,日,1600475,2025-02-23,是
2025,2,24,一,2190858,2025-02-24,否
2025,2,25,二,2298232,2025-02-25,否
2025,2,26,三,2277934,2025-02-26,否
2025,2,27,四,2424181,2025-02-27,否
2025,2,28,五,1917452,2025-02-28,是
2025,3,1,六,1881018,2025-03-01,是
2025,3,2,日,1596163,2025-03-02,是
2025,3,3,一,2180719,2025-03-03,否
2025,3,4,二,2219921,2025-03-04,否
2025,3,5,三,2269197,2025-03-05,否
2025,3,6,四,2299582,2025-03-06,否
2025,3,7,五,2479594,2025-03-07,否
2025,3,8,六,1967951,2025-03-08,是
2025,3,9,日,1671590,2025-03-09,是
2025,3,10,一,2228348,2025-03-10,否
2025,3,11,二,2290380,2025-03-11,否
2025,3,12,三,2322591,2025-03-12,否
2025,3,13,四,2243004,2025-03-13,否
2025,3,14,五,2470174,2025-03-14,否
2025,3,15,六,1825241,2025-03-15,是
2025,3,16,日,1696403,2025-03-16,是
2025,3,17,一,2201449,2025-03-17,否
2025,3,18,二,2280395,2025-03-18,否
2025,3,19,三,2291999,2025-03-19,否
2025,3,20,四,2359685,2025-03-20,否
2025,3,21,五,2525400,2025-03-21,否
2025,3,22,六,2082910,2025-03-22,是
2025,3,23,日,1706063,2025-03-23,是
2025,3,24,一,2214890,2025-03-24,否
2025,3,25,二,2296341,2025-03-25,否
2025,3,26,三,2328404,2025-03-26,否
2025,3,27,四,2340288,2025-03-27,否
2025,3,28,五,2474347,2025-03-28,否
2025,3,29,六,1973844,2025-03-29,是
2025,3,30,日,1481845,2025-03-30,是
2025,3,31,一,2163210,2025-03-31,否
2025,4,1,二,2198359,2025-04-01,否
2025,4,2,三,2321346,2025-04-02,否
2025,4,3,四,1691733,2025-04-03,是
2025,4,4,五,1648336,2025-04-04,是
2025,4,5,六,1586302,2025-04-05,是
2025,4,6,日,1442646,2025-04-06,是
2025,4,7,一,2145337,2025-04-07,否
2025,4,8,二,2207916,2025-04-08,否
2025,4,9,三,2232680,2025-04-09,否
2025,4,10,四,2184078,2025-04-10,否
2025,4,11,五,2452078,2025-04-11,否
2025,4,12,六,1925135,2025-04-12,是
2025,4,13,日,1647435,2025-04-13,是
2025,4,14,一,2172930,2025-04-14,否
2025,4,15,二,2270803,2025-04-15,否
2025,4,16,三,2305038,2025-04-16,否
2025,4,17,四,2310644,2025-04-17,否
2025,4,18,五,2481868,2025-04-18,否
2025,4,19,六,2113136,2025-04-19,是
2025,4,20,日,1666196,2025-04-20,是
2025,4,21,一,2191581,2025-04-21,否
2025,4,22,二,2265262,2025-04-22,否
2025,4,23,三,2262418,2025-04-23,否
2025,4,24,四,2263032,2025-04-24,否
2025,4,25,五,2440954,2025-04-25,否
2025,4,26,六,2000671,2025-04-26,是
2025,4,27,日,1716938,2025-04-27,是
2025,4,28,一,2164719,2025-04-28,否
2025,4,29,二,2271296,2025-04-29,否
2025,4,30,三,2350995,2025-04-30,否
