西元年,月,日,星期,總運量
2016,04,01,五,2290586
2016,04,02,六,1831245
2016,04,03,日,1655160
2016,04,04,一,1480686
2016,04,05,二,1546725
2016,04,06,三,2042835
2016,04,07,四,2083337
2016,04,08,五,2262496
2016,04,09,六,1986909
2016,04,10,日,1639842
2016,04,11,一,2030065
2016,04,12,二,2071344
2016,04,13,三,2077048
2016,04,14,四,2114514
2016,04,15,五,2305264
2016,04,16,六,1996900
2016,04,17,日,1591332
2016,04,18,一,2016226
2016,04,19,二,2060568
2016,04,20,三,2086056
2016,04,21,四,2093563
2016,04,22,五,2280273
2016,04,23,六,2025336
2016,04,24,日,1636365
2016,04,25,一,2001125
2016,04,26,二,2043013
2016,04,27,三,2094694
2016,04,28,四,2105433
2016,04,29,五,2332754
2016,04,30,六,2036641
