西元年,月,日,星期,總運量
2019,07,01,一,2149536
2019,07,02,二,2140734
2019,07,03,三,2222202
2019,07,04,四,2218401
2019,07,05,五,2395762
2019,07,06,六,1994593
2019,07,07,日,1756168
2019,07,08,一,2191522
2019,07,09,二,2224636
2019,07,10,三,2257222
2019,07,11,四,2234398
2019,07,12,五,2386099
2019,07,13,六,2004271
2019,07,14,日,1711032
2019,07,15,一,2182751
2019,07,16,二,2237960
2019,07,17,三,2234253
2019,07,18,四,2141147
2019,07,19,五,2341842
2019,07,20,六,1934467
2019,07,21,日,1686369
2019,07,22,一,2159151
2019,07,23,二,2214504
2019,07,24,三,2260070
2019,07,25,四,2291565
2019,07,26,五,2421873
2019,07,27,六,2078953
2019,07,28,日,1796144
2019,07,29,一,2189864
2019,07,30,二,2236019
2019,07,31,三,2264280
