西元年,月,日,星期,總運量
2019,11,01,五,2464262
2019,11,02,六,2105449
2019,11,03,日,1719091
2019,11,04,一,2196194
2019,11,05,二,2252698
2019,11,06,三,2308167
2019,11,07,四,2335815
2019,11,08,五,2564689
2019,11,09,六,2255871
2019,11,10,日,1889814
2019,11,11,一,2302037
2019,11,12,二,2307605
2019,11,13,三,2337765
2019,11,14,四,2347845
2019,11,15,五,2616701
2019,11,16,六,2328215
2019,11,17,日,1986973
2019,11,18,一,2292076
2019,11,19,二,2303083
2019,11,20,三,2332124
2019,11,21,四,2358032
2019,11,22,五,2548672
2019,11,23,六,2194831
2019,11,24,日,1862081
2019,11,25,一,2252315
2019,11,26,二,2308661
2019,11,27,三,2351309
2019,11,28,四,2366865
2019,11,29,五,2597764
2019,11,30,六,2297768
