西元年,月,日,星期,總運量
2023,12,01,五,2403483
2023,12,02,六,2004067
2023,12,03,日,1701607
2023,12,04,一,2086450
2023,12,05,二,2173857
2023,12,06,三,2195908
2023,12,07,四,2268725
2023,12,08,五,2491416
2023,12,09,六,2201096
2023,12,10,日,1804086
2023,12,11,一,2130775
2023,12,12,二,2195542
2023,12,13,三,2216907
2023,12,14,四,2250944
2023,12,15,五,2462196
2023,12,16,六,2078726
2023,12,17,日,1700108
2023,12,18,一,2158796
2023,12,19,二,2200935
2023,12,20,三,2238461
2023,12,21,四,2251908
2023,12,22,五,2444638
2023,12,23,六,2097712
2023,12,24,日,1740565
2023,12,25,一,2247241
2023,12,26,二,2256766
2023,12,27,三,2280986
2023,12,28,四,2281513
2023,12,29,五,2441636
2023,12,30,六,1917995
2023,12,31,日,2383109
