西元年,月,日,星期,總運量
2018,01,01,一,1720093
2018,01,02,二,2145048
2018,01,03,三,2171402
2018,01,04,四,2180942
2018,01,05,五,2389403
2018,01,06,六,1888484
2018,01,07,日,1494354
2018,01,08,一,2132783
2018,01,09,二,2157076
2018,01,10,三,2178334
2018,01,11,四,2183574
2018,01,12,五,2366209
2018,01,13,六,1932326
2018,01,14,日,1644482
2018,01,15,一,2094029
2018,01,16,二,2127813
2018,01,17,三,2142658
2018,01,18,四,2172659
2018,01,19,五,2437865
2018,01,20,六,1945706
2018,01,21,日,1664591
2018,01,22,一,2082004
2018,01,23,二,2137493
2018,01,24,三,2187271
2018,01,25,四,2205744
2018,01,26,五,2400316
2018,01,27,六,2108068
2018,01,28,日,1690477
2018,01,29,一,2152659
2018,01,30,二,2172081
2018,01,31,三,2195030
