西元年,月,日,星期,總運量
2017,12,01,五,2374968
2017,12,02,六,2107106
2017,12,03,日,1832258
2017,12,04,一,2096950
2017,12,05,二,2151926
2017,12,06,三,2197775
2017,12,07,四,2244676
2017,12,08,五,2482363
2017,12,09,六,2252383
2017,12,10,日,1992771
2017,12,11,一,2155347
2017,12,12,二,2207757
2017,12,13,三,2235608
2017,12,14,四,2264764
2017,12,15,五,2507419
2017,12,16,六,2284334
2017,12,17,日,1981671
2017,12,18,一,2207734
2017,12,19,二,2233964
2017,12,20,三,2285261
2017,12,21,四,2282130
2017,12,22,五,2498190
2017,12,23,六,2447816
2017,12,24,日,2036103
2017,12,25,一,2291232
2017,12,26,二,2240509
2017,12,27,三,2270721
2017,12,28,四,2292694
2017,12,29,五,2497606
2017,12,30,六,2138946
2017,12,31,日,2594212
