西元年,月,日,星期,總運量
2025,02,01,六,1518958
2025,02,02,日,1306343
2025,02,03,一,1970738
2025,02,04,二,2138092
2025,02,05,三,2176583
2025,02,06,四,2244794
2025,02,07,五,2339571
2025,02,08,六,2221141
2025,02,09,日,1649641
2025,02,10,一,2177555
2025,02,11,二,2258030
2025,02,12,三,2220642
2025,02,13,四,2229118
2025,02,14,五,2443051
2025,02,15,六,2099842
2025,02,16,日,1667682
2025,02,17,一,2227976
2025,02,18,二,2253671
2025,02,19,三,2278476
2025,02,20,四,2323561
2025,02,21,五,2502361
2025,02,22,六,2071903
2025,02,23,日,1600475
2025,02,24,一,2190858
2025,02,25,二,2298232
2025,02,26,三,2277934
2025,02,27,四,2424181
2025,02,28,五,1917452
