西元年,月,日,星期,總運量
2025,01,01,三,1464405
2025,01,02,四,2256967
2025,01,03,五,2414955
2025,01,04,六,1885101
2025,01,05,日,1552107
2025,01,06,一,2191677
2025,01,07,二,2245956
2025,01,08,三,2269429
2025,01,09,四,2243847
2025,01,10,五,2423291
2025,01,11,六,1980684
2025,01,12,日,1651797
2025,01,13,一,2179766
2025,01,14,二,2254141
2025,01,15,三,2213507
2025,01,16,四,2258534
2025,01,17,五,2483191
2025,01,18,六,1962367
2025,01,19,日,1596754
2025,01,20,一,2274784
2025,01,21,二,2274684
2025,01,22,三,2268958
2025,01,23,四,2257305
2025,01,24,五,2293392
2025,01,25,六,1637151
2025,01,26,日,1358359
2025,01,27,一,1169542
2025,01,28,二,794456
2025,01,29,三,1337804
2025,01,30,四,1378038
2025,01,31,五,1480486
