西元年,月,日,星期,總運量
2024,01,01,一,1441883
2024,01,02,二,2110822
2024,01,03,三,2125955
2024,01,04,四,2169893
2024,01,05,五,2335268
2024,01,06,六,1828165
2024,01,07,日,1451385
2024,01,08,一,2080699
2024,01,09,二,2130817
2024,01,10,三,2164767
2024,01,11,四,2249414
2024,01,12,五,2489648
2024,01,13,六,1680030
2024,01,14,日,1512328
2024,01,15,一,2038057
2024,01,16,二,2123774
2024,01,17,三,2140779
2024,01,18,四,2167956
2024,01,19,五,2417664
2024,01,20,六,1893225
2024,01,21,日,1486937
2024,01,22,一,2060400
2024,01,23,二,2071844
2024,01,24,三,2125588
2024,01,25,四,2194985
2024,01,26,五,2364790
2024,01,27,六,1846287
2024,01,28,日,1572028
2024,01,29,一,2096197
2024,01,30,二,2165737
2024,01,31,三,2204354
