西元年,月,日,星期,總運量
2018,11,01,四,2227918
2018,11,02,五,2411171
2018,11,03,六,1985585
2018,11,04,日,1665633
2018,11,05,一,2156493
2018,11,06,二,2196023
2018,11,07,三,2207437
2018,11,08,四,2267301
2018,11,09,五,2476586
2018,11,10,六,2170363
2018,11,11,日,1835816
2018,11,12,一,2170952
2018,11,13,二,2203309
2018,11,14,三,2238602
2018,11,15,四,2275230
2018,11,16,五,2514307
2018,11,17,六,2135911
2018,11,18,日,1948157
2018,11,19,一,2225249
2018,11,20,二,2211864
2018,11,21,三,2244063
2018,11,22,四,2296543
2018,11,23,五,2554961
2018,11,24,六,1827798
2018,11,25,日,1757192
2018,11,26,一,2195487
2018,11,27,二,2202772
2018,11,28,三,2235089
2018,11,29,四,2280531
2018,11,30,五,2488602
