西元年,月,日,星期,總運量
2024,06,01,六,1820462
2024,06,02,日,1354567
2024,06,03,一,2121728
2024,06,04,二,2195190
2024,06,05,三,2221856
2024,06,06,四,2266221
2024,06,07,五,2396462
2024,06,08,六,1724984
2024,06,09,日,1484056
2024,06,10,一,1217552
2024,06,11,二,2113128
2024,06,12,三,2154277
2024,06,13,四,2168760
2024,06,14,五,2311834
2024,06,15,六,1832762
2024,06,16,日,1476039
2024,06,17,一,2064115
2024,06,18,二,2087798
2024,06,19,三,2118117
2024,06,20,四,2140657
2024,06,21,五,2267031
2024,06,22,六,1770026
2024,06,23,日,1407233
2024,06,24,一,1998715
2024,06,25,二,2093341
2024,06,26,三,2137293
2024,06,27,四,2164377
2024,06,28,五,2339473
2024,06,29,六,1803857
2024,06,30,日,1492368
