西元年,月,日,星期,總運量
2019,02,01,五,2269621
2019,02,02,六,1615859
2019,02,03,日,1272730
2019,02,04,一,797530
2019,02,05,二,1413531
2019,02,06,三,1498861
2019,02,07,四,1751848
2019,02,08,五,1741781
2019,02,09,六,1738442
2019,02,10,日,1600375
2019,02,11,一,2117422
2019,02,12,二,2204440
2019,02,13,三,2247816
2019,02,14,四,2331604
2019,02,15,五,2513685
2019,02,16,六,2352160
2019,02,17,日,2018971
2019,02,18,一,2269452
2019,02,19,二,2295503
2019,02,20,三,2307053
2019,02,21,四,2299896
2019,02,22,五,2403239
2019,02,23,六,2383436
2019,02,24,日,1683320
2019,02,25,一,2225632
2019,02,26,二,2273836
2019,02,27,三,2433172
2019,02,28,四,1952603
